,Month,Day,Hour,331111,325110,324110,322130,322121,311221,325199,325311,322110,325181,327410,212391,325211,325193
0,1,1,0,1,0.7621441999999999,0.7633575,1,1,0.46666667,0.76413876,0.45266667,1,1,1,1,0.196,0.7485101
1,1,1,1,1,0.7584586999999999,0.7588520000000001,1,1,0.2,0.74875027,0.194,1,1,1,1,0.196,0.74059016
2,1,1,2,1,0.7547731,0.7543465,1,1,0.2,0.7333618000000001,0.194,1,1,1,1,0.196,0.73267025
3,1,1,3,1,0.7547731,0.7543465,1,1,0.2,0.7333618000000001,0.194,1,1,1,1,0.196,0.73267025
4,1,1,4,1,0.7547731,0.7543465,1,1,0.2,0.7333618000000001,0.194,1,1,1,1,0.196,0.73267025
5,1,1,5,1,0.7584586999999999,0.7588520000000001,1,1,0.46666667,0.74875027,0.45266667,1,1,1,1,0.45733333,0.74059016
6,1,1,6,1,0.7621441999999999,0.7633575,1,1,0.73333335,0.76413876,0.71133333,1,1,1,1,0.7186667,0.7485101
7,1,1,7,1,0.76582974,0.76786304,1,1,1.0,0.7795272,0.97,1,1,1,1,0.98,0.75643003
8,1,1,8,1,0.76582974,0.76786304,1,1,1.0,0.7795272,0.97,1,1,1,1,0.98,0.75643003
9,1,1,9,1,0.76582974,0.76786304,1,1,1.0,0.7795272,0.97,1,1,1,1,0.98,0.75643003
10,1,1,10,1,0.76582974,0.76786304,1,1,1.0,0.7795272,0.97,1,1,1,1,0.98,0.75643003
