,Delivery Date,Delivery Hour,Delivery Interval,Repeated Hour Flag,Settlement Point Name,Settlement Point Type,Settlement Point Price
13256,07/07/2020,1.0,1.0,N,HB_HUBAVG,AH,15.42
13348,07/07/2020,2.0,1.0,N,HB_HUBAVG,AH,15.54
13440,07/07/2020,3.0,1.0,N,HB_HUBAVG,AH,15.76
13532,07/07/2020,4.0,1.0,N,HB_HUBAVG,AH,15.36
13624,07/07/2020,5.0,1.0,N,HB_HUBAVG,AH,15.52
13716,07/07/2020,6.0,1.0,N,HB_HUBAVG,AH,15.65
13808,07/07/2020,7.0,1.0,N,HB_HUBAVG,AH,15.7
13900,07/07/2020,8.0,1.0,N,HB_HUBAVG,AH,16.2
13992,07/07/2020,9.0,1.0,N,HB_HUBAVG,AH,16.52
14084,07/07/2020,10.0,1.0,N,HB_HUBAVG,AH,16.36
14176,07/07/2020,11.0,1.0,N,HB_HUBAVG,AH,17.21
14268,07/07/2020,12.0,1.0,N,HB_HUBAVG,AH,18.88
14360,07/07/2020,13.0,1.0,N,HB_HUBAVG,AH,20.03
14452,07/07/2020,14.0,1.0,N,HB_HUBAVG,AH,22.6
14544,07/07/2020,15.0,1.0,N,HB_HUBAVG,AH,23.88
14636,07/07/2020,16.0,1.0,N,HB_HUBAVG,AH,22.47
14728,07/07/2020,17.0,1.0,N,HB_HUBAVG,AH,20.42
14820,07/07/2020,18.0,1.0,N,HB_HUBAVG,AH,19.39
14912,07/07/2020,19.0,1.0,N,HB_HUBAVG,AH,19.37
15004,07/07/2020,20.0,1.0,N,HB_HUBAVG,AH,19.43
15096,07/07/2020,21.0,1.0,N,HB_HUBAVG,AH,18.87
15188,07/07/2020,22.0,1.0,N,HB_HUBAVG,AH,19.19
15280,07/07/2020,23.0,1.0,N,HB_HUBAVG,AH,18.11
15372,07/07/2020,24.0,1.0,N,HB_HUBAVG,AH,16.89
15464,07/08/2020,1.0,1.0,N,HB_HUBAVG,AH,15.97
15556,07/08/2020,2.0,1.0,N,HB_HUBAVG,AH,14.75
15648,07/08/2020,3.0,1.0,N,HB_HUBAVG,AH,12.76
15740,07/08/2020,4.0,1.0,N,HB_HUBAVG,AH,12.09
15832,07/08/2020,5.0,1.0,N,HB_HUBAVG,AH,11.64
15924,07/08/2020,6.0,1.0,N,HB_HUBAVG,AH,12.23
16016,07/08/2020,7.0,1.0,N,HB_HUBAVG,AH,13.34
16108,07/08/2020,8.0,1.0,N,HB_HUBAVG,AH,12.48
16200,07/08/2020,9.0,1.0,N,HB_HUBAVG,AH,14.21
16292,07/08/2020,10.0,1.0,N,HB_HUBAVG,AH,14.68
16384,07/08/2020,11.0,1.0,N,HB_HUBAVG,AH,15.44
16476,07/08/2020,12.0,1.0,N,HB_HUBAVG,AH,18.88
16568,07/08/2020,13.0,1.0,N,HB_HUBAVG,AH,19.1
16660,07/08/2020,14.0,1.0,N,HB_HUBAVG,AH,21.86
16752,07/08/2020,15.0,1.0,N,HB_HUBAVG,AH,25.37
16844,07/08/2020,16.0,1.0,N,HB_HUBAVG,AH,34.17
16936,07/08/2020,17.0,1.0,N,HB_HUBAVG,AH,39.97
17028,07/08/2020,18.0,1.0,N,HB_HUBAVG,AH,22.05
17120,07/08/2020,19.0,1.0,N,HB_HUBAVG,AH,21.55
17212,07/08/2020,20.0,1.0,N,HB_HUBAVG,AH,20.59
17304,07/08/2020,21.0,1.0,N,HB_HUBAVG,AH,18.97
17396,07/08/2020,22.0,1.0,N,HB_HUBAVG,AH,17.66
17488,07/08/2020,23.0,1.0,N,HB_HUBAVG,AH,16.31
17580,07/08/2020,24.0,1.0,N,HB_HUBAVG,AH,14.51
17672,07/09/2020,1.0,1.0,N,HB_HUBAVG,AH,12.22
17764,07/09/2020,2.0,1.0,N,HB_HUBAVG,AH,11.54
17856,07/09/2020,3.0,1.0,N,HB_HUBAVG,AH,8.73
17948,07/09/2020,4.0,1.0,N,HB_HUBAVG,AH,9.72
18040,07/09/2020,5.0,1.0,N,HB_HUBAVG,AH,8.06
18132,07/09/2020,6.0,1.0,N,HB_HUBAVG,AH,10.36
18224,07/09/2020,7.0,1.0,N,HB_HUBAVG,AH,12.66
18316,07/09/2020,8.0,1.0,N,HB_HUBAVG,AH,10.81
18408,07/09/2020,9.0,1.0,N,HB_HUBAVG,AH,12.98
18500,07/09/2020,10.0,1.0,N,HB_HUBAVG,AH,10.61
18592,07/09/2020,11.0,1.0,N,HB_HUBAVG,AH,12.99
18684,07/09/2020,12.0,1.0,N,HB_HUBAVG,AH,16.5
18776,07/09/2020,13.0,1.0,N,HB_HUBAVG,AH,19.1
18868,07/09/2020,14.0,1.0,N,HB_HUBAVG,AH,20.5
18960,07/09/2020,15.0,1.0,N,HB_HUBAVG,AH,29.99
19052,07/09/2020,16.0,1.0,N,HB_HUBAVG,AH,24.69
19144,07/09/2020,17.0,1.0,N,HB_HUBAVG,AH,22.77
19236,07/09/2020,18.0,1.0,N,HB_HUBAVG,AH,20.45
19328,07/09/2020,19.0,1.0,N,HB_HUBAVG,AH,18.13
19420,07/09/2020,20.0,1.0,N,HB_HUBAVG,AH,17.23
19512,07/09/2020,21.0,1.0,N,HB_HUBAVG,AH,15.51
19604,07/09/2020,22.0,1.0,N,HB_HUBAVG,AH,17.24
19696,07/09/2020,23.0,1.0,N,HB_HUBAVG,AH,15.62
19788,07/09/2020,24.0,1.0,N,HB_HUBAVG,AH,13.39
19880,07/10/2020,1.0,1.0,N,HB_HUBAVG,AH,13.11
19972,07/10/2020,2.0,1.0,N,HB_HUBAVG,AH,13.08
20064,07/10/2020,3.0,1.0,N,HB_HUBAVG,AH,11.89
20156,07/10/2020,4.0,1.0,N,HB_HUBAVG,AH,11.91
20248,07/10/2020,5.0,1.0,N,HB_HUBAVG,AH,11.98
20340,07/10/2020,6.0,1.0,N,HB_HUBAVG,AH,12.45
20432,07/10/2020,7.0,1.0,N,HB_HUBAVG,AH,13.23
20524,07/10/2020,8.0,1.0,N,HB_HUBAVG,AH,12.22
20616,07/10/2020,9.0,1.0,N,HB_HUBAVG,AH,14.52
20708,07/10/2020,10.0,1.0,N,HB_HUBAVG,AH,13.85
20800,07/10/2020,11.0,1.0,N,HB_HUBAVG,AH,17.02
20892,07/10/2020,12.0,1.0,N,HB_HUBAVG,AH,19.3
20984,07/10/2020,13.0,1.0,N,HB_HUBAVG,AH,21.56
21076,07/10/2020,14.0,1.0,N,HB_HUBAVG,AH,24.2
21168,07/10/2020,15.0,1.0,N,HB_HUBAVG,AH,23.23
21260,07/10/2020,16.0,1.0,N,HB_HUBAVG,AH,21.7
21352,07/10/2020,17.0,1.0,N,HB_HUBAVG,AH,22.39
21444,07/10/2020,18.0,1.0,N,HB_HUBAVG,AH,19.02
21536,07/10/2020,19.0,1.0,N,HB_HUBAVG,AH,17.52
21628,07/10/2020,20.0,1.0,N,HB_HUBAVG,AH,17.61
21720,07/10/2020,21.0,1.0,N,HB_HUBAVG,AH,18.13
21812,07/10/2020,22.0,1.0,N,HB_HUBAVG,AH,19.22
21904,07/10/2020,23.0,1.0,N,HB_HUBAVG,AH,17.23
21996,07/10/2020,24.0,1.0,N,HB_HUBAVG,AH,16.01
22088,07/11/2020,1.0,1.0,N,HB_HUBAVG,AH,15.46
22180,07/11/2020,2.0,1.0,N,HB_HUBAVG,AH,13.65
22272,07/11/2020,3.0,1.0,N,HB_HUBAVG,AH,12.42
22364,07/11/2020,4.0,1.0,N,HB_HUBAVG,AH,11.9
22456,07/11/2020,5.0,1.0,N,HB_HUBAVG,AH,11.93
22548,07/11/2020,6.0,1.0,N,HB_HUBAVG,AH,11.51
22640,07/11/2020,7.0,1.0,N,HB_HUBAVG,AH,11.12
22732,07/11/2020,8.0,1.0,N,HB_HUBAVG,AH,11.64
22824,07/11/2020,9.0,1.0,N,HB_HUBAVG,AH,12.77
22916,07/11/2020,10.0,1.0,N,HB_HUBAVG,AH,13.55
23008,07/11/2020,11.0,1.0,N,HB_HUBAVG,AH,16.29
23100,07/11/2020,12.0,1.0,N,HB_HUBAVG,AH,19.03
23192,07/11/2020,13.0,1.0,N,HB_HUBAVG,AH,20.34
23284,07/11/2020,14.0,1.0,N,HB_HUBAVG,AH,22.75
23376,07/11/2020,15.0,1.0,N,HB_HUBAVG,AH,22.43
23468,07/11/2020,16.0,1.0,N,HB_HUBAVG,AH,22.52
23560,07/11/2020,17.0,1.0,N,HB_HUBAVG,AH,23.25
23652,07/11/2020,18.0,1.0,N,HB_HUBAVG,AH,23.5
23744,07/11/2020,19.0,1.0,N,HB_HUBAVG,AH,21.78
23836,07/11/2020,20.0,1.0,N,HB_HUBAVG,AH,20.61
23928,07/11/2020,21.0,1.0,N,HB_HUBAVG,AH,20.5
24020,07/11/2020,22.0,1.0,N,HB_HUBAVG,AH,17.79
24112,07/11/2020,23.0,1.0,N,HB_HUBAVG,AH,16.16
24204,07/11/2020,24.0,1.0,N,HB_HUBAVG,AH,15.89
24296,07/12/2020,1.0,1.0,N,HB_HUBAVG,AH,14.78
24388,07/12/2020,2.0,1.0,N,HB_HUBAVG,AH,13.41
24480,07/12/2020,3.0,1.0,N,HB_HUBAVG,AH,12.49
24572,07/12/2020,4.0,1.0,N,HB_HUBAVG,AH,14.22
24664,07/12/2020,5.0,1.0,N,HB_HUBAVG,AH,12.71
24756,07/12/2020,6.0,1.0,N,HB_HUBAVG,AH,12.78
24848,07/12/2020,7.0,1.0,N,HB_HUBAVG,AH,11.17
24940,07/12/2020,8.0,1.0,N,HB_HUBAVG,AH,1.37
25032,07/12/2020,9.0,1.0,N,HB_HUBAVG,AH,0.0
25124,07/12/2020,10.0,1.0,N,HB_HUBAVG,AH,8.35
25216,07/12/2020,11.0,1.0,N,HB_HUBAVG,AH,10.71
25308,07/12/2020,12.0,1.0,N,HB_HUBAVG,AH,12.44
25400,07/12/2020,13.0,1.0,N,HB_HUBAVG,AH,15.36
25492,07/12/2020,14.0,1.0,N,HB_HUBAVG,AH,17.18
25584,07/12/2020,15.0,1.0,N,HB_HUBAVG,AH,16.96
25676,07/12/2020,16.0,1.0,N,HB_HUBAVG,AH,21.42
25768,07/12/2020,17.0,1.0,N,HB_HUBAVG,AH,21.93
25860,07/12/2020,18.0,1.0,N,HB_HUBAVG,AH,23.29
25952,07/12/2020,19.0,1.0,N,HB_HUBAVG,AH,22.94
26044,07/12/2020,20.0,1.0,N,HB_HUBAVG,AH,21.34
26136,07/12/2020,21.0,1.0,N,HB_HUBAVG,AH,21.62
26228,07/12/2020,22.0,1.0,N,HB_HUBAVG,AH,19.79
26320,07/12/2020,23.0,1.0,N,HB_HUBAVG,AH,17.49
26412,07/12/2020,24.0,1.0,N,HB_HUBAVG,AH,15.37
26504,07/13/2020,1.0,1.0,N,HB_HUBAVG,AH,15.38
26596,07/13/2020,2.0,1.0,N,HB_HUBAVG,AH,13.67
26688,07/13/2020,3.0,1.0,N,HB_HUBAVG,AH,12.68
26780,07/13/2020,4.0,1.0,N,HB_HUBAVG,AH,12.03
26872,07/13/2020,5.0,1.0,N,HB_HUBAVG,AH,11.52
26964,07/13/2020,6.0,1.0,N,HB_HUBAVG,AH,12.06
27056,07/13/2020,7.0,1.0,N,HB_HUBAVG,AH,13.06
27148,07/13/2020,8.0,1.0,N,HB_HUBAVG,AH,12.56
27240,07/13/2020,9.0,1.0,N,HB_HUBAVG,AH,14.05
27332,07/13/2020,10.0,1.0,N,HB_HUBAVG,AH,15.77
27424,07/13/2020,11.0,1.0,N,HB_HUBAVG,AH,14.92
27516,07/13/2020,12.0,1.0,N,HB_HUBAVG,AH,15.28
27608,07/13/2020,13.0,1.0,N,HB_HUBAVG,AH,16.15
27700,07/13/2020,14.0,1.0,N,HB_HUBAVG,AH,19.05
27792,07/13/2020,15.0,1.0,N,HB_HUBAVG,AH,22.27
27884,07/13/2020,16.0,1.0,N,HB_HUBAVG,AH,24.16
27976,07/13/2020,17.0,1.0,N,HB_HUBAVG,AH,26.07
28068,07/13/2020,18.0,1.0,N,HB_HUBAVG,AH,23.94
28160,07/13/2020,19.0,1.0,N,HB_HUBAVG,AH,21.51
28252,07/13/2020,20.0,1.0,N,HB_HUBAVG,AH,18.77
28344,07/13/2020,21.0,1.0,N,HB_HUBAVG,AH,19.24
28436,07/13/2020,22.0,1.0,N,HB_HUBAVG,AH,17.88
28528,07/13/2020,23.0,1.0,N,HB_HUBAVG,AH,17.21
28620,07/13/2020,24.0,1.0,N,HB_HUBAVG,AH,16.78
28712,07/14/2020,1.0,1.0,N,HB_HUBAVG,AH,15.63
28804,07/14/2020,2.0,1.0,N,HB_HUBAVG,AH,14.1
28896,07/14/2020,3.0,1.0,N,HB_HUBAVG,AH,14.09
28988,07/14/2020,4.0,1.0,N,HB_HUBAVG,AH,13.85
29080,07/14/2020,5.0,1.0,N,HB_HUBAVG,AH,13.8
29172,07/14/2020,6.0,1.0,N,HB_HUBAVG,AH,13.24
29264,07/14/2020,7.0,1.0,N,HB_HUBAVG,AH,14.01
29356,07/14/2020,8.0,1.0,N,HB_HUBAVG,AH,13.85
29448,07/14/2020,9.0,1.0,N,HB_HUBAVG,AH,13.89
29540,07/14/2020,10.0,1.0,N,HB_HUBAVG,AH,12.26
29632,07/14/2020,11.0,1.0,N,HB_HUBAVG,AH,12.51
29724,07/14/2020,12.0,1.0,N,HB_HUBAVG,AH,13.54
29816,07/14/2020,13.0,1.0,N,HB_HUBAVG,AH,14.31
29908,07/14/2020,14.0,1.0,N,HB_HUBAVG,AH,15.73
30000,07/14/2020,15.0,1.0,N,HB_HUBAVG,AH,19.26
30092,07/14/2020,16.0,1.0,N,HB_HUBAVG,AH,29.18
30184,07/14/2020,17.0,1.0,N,HB_HUBAVG,AH,24.71
30276,07/14/2020,18.0,1.0,N,HB_HUBAVG,AH,28.42
30368,07/14/2020,19.0,1.0,N,HB_HUBAVG,AH,21.98
30460,07/14/2020,20.0,1.0,N,HB_HUBAVG,AH,19.86
30552,07/14/2020,21.0,1.0,N,HB_HUBAVG,AH,19.08
30644,07/14/2020,22.0,1.0,N,HB_HUBAVG,AH,17.37
30736,07/14/2020,23.0,1.0,N,HB_HUBAVG,AH,14.9
30828,07/14/2020,24.0,1.0,N,HB_HUBAVG,AH,14.81
30920,07/15/2020,1.0,1.0,N,HB_HUBAVG,AH,12.39
31012,07/15/2020,2.0,1.0,N,HB_HUBAVG,AH,12.13
31104,07/15/2020,3.0,1.0,N,HB_HUBAVG,AH,11.16
31196,07/15/2020,4.0,1.0,N,HB_HUBAVG,AH,11.54
31288,07/15/2020,5.0,1.0,N,HB_HUBAVG,AH,11.97
31380,07/15/2020,6.0,1.0,N,HB_HUBAVG,AH,13.45
31472,07/15/2020,7.0,1.0,N,HB_HUBAVG,AH,15.71
31564,07/15/2020,8.0,1.0,N,HB_HUBAVG,AH,15.72
31656,07/15/2020,9.0,1.0,N,HB_HUBAVG,AH,16.01
31748,07/15/2020,10.0,1.0,N,HB_HUBAVG,AH,15.2
31840,07/15/2020,11.0,1.0,N,HB_HUBAVG,AH,17.2
31932,07/15/2020,12.0,1.0,N,HB_HUBAVG,AH,17.47
32024,07/15/2020,13.0,1.0,N,HB_HUBAVG,AH,19.33
32116,07/15/2020,14.0,1.0,N,HB_HUBAVG,AH,20.83
32208,07/15/2020,15.0,1.0,N,HB_HUBAVG,AH,23.09
32300,07/15/2020,16.0,1.0,N,HB_HUBAVG,AH,20.69
32392,07/15/2020,17.0,1.0,N,HB_HUBAVG,AH,22.61
32484,07/15/2020,18.0,1.0,N,HB_HUBAVG,AH,21.42
32576,07/15/2020,19.0,1.0,N,HB_HUBAVG,AH,19.24
32668,07/15/2020,20.0,1.0,N,HB_HUBAVG,AH,16.28
32760,07/15/2020,21.0,1.0,N,HB_HUBAVG,AH,17.76
32852,07/15/2020,22.0,1.0,N,HB_HUBAVG,AH,18.04
32944,07/15/2020,23.0,1.0,N,HB_HUBAVG,AH,16.15
33036,07/15/2020,24.0,1.0,N,HB_HUBAVG,AH,14.74
33128,07/16/2020,1.0,1.0,N,HB_HUBAVG,AH,12.69
33220,07/16/2020,2.0,1.0,N,HB_HUBAVG,AH,11.35
33312,07/16/2020,3.0,1.0,N,HB_HUBAVG,AH,9.58
33404,07/16/2020,4.0,1.0,N,HB_HUBAVG,AH,10.37
33496,07/16/2020,5.0,1.0,N,HB_HUBAVG,AH,12.0
33588,07/16/2020,6.0,1.0,N,HB_HUBAVG,AH,15.21
33680,07/16/2020,7.0,1.0,N,HB_HUBAVG,AH,17.02
33772,07/16/2020,8.0,1.0,N,HB_HUBAVG,AH,16.32
33864,07/16/2020,9.0,1.0,N,HB_HUBAVG,AH,16.66
33956,07/16/2020,10.0,1.0,N,HB_HUBAVG,AH,17.14
34048,07/16/2020,11.0,1.0,N,HB_HUBAVG,AH,17.93
34140,07/16/2020,12.0,1.0,N,HB_HUBAVG,AH,19.92
34232,07/16/2020,13.0,1.0,N,HB_HUBAVG,AH,22.55
34324,07/16/2020,14.0,1.0,N,HB_HUBAVG,AH,23.43
34416,07/16/2020,15.0,1.0,N,HB_HUBAVG,AH,24.13
34508,07/16/2020,16.0,1.0,N,HB_HUBAVG,AH,30.97
34600,07/16/2020,17.0,1.0,N,HB_HUBAVG,AH,28.49
34692,07/16/2020,18.0,1.0,N,HB_HUBAVG,AH,28.24
34784,07/16/2020,19.0,1.0,N,HB_HUBAVG,AH,20.38
34876,07/16/2020,20.0,1.0,N,HB_HUBAVG,AH,19.62
34968,07/16/2020,21.0,1.0,N,HB_HUBAVG,AH,19.64
35060,07/16/2020,22.0,1.0,N,HB_HUBAVG,AH,18.96
35152,07/16/2020,23.0,1.0,N,HB_HUBAVG,AH,16.13
35244,07/16/2020,24.0,1.0,N,HB_HUBAVG,AH,15.49
35336,07/17/2020,1.0,1.0,N,HB_HUBAVG,AH,14.31
35428,07/17/2020,2.0,1.0,N,HB_HUBAVG,AH,13.67
35520,07/17/2020,3.0,1.0,N,HB_HUBAVG,AH,13.51
35612,07/17/2020,4.0,1.0,N,HB_HUBAVG,AH,12.91
35704,07/17/2020,5.0,1.0,N,HB_HUBAVG,AH,13.44
35796,07/17/2020,6.0,1.0,N,HB_HUBAVG,AH,14.46
35888,07/17/2020,7.0,1.0,N,HB_HUBAVG,AH,15.19
35980,07/17/2020,8.0,1.0,N,HB_HUBAVG,AH,15.81
36072,07/17/2020,9.0,1.0,N,HB_HUBAVG,AH,17.21
36164,07/17/2020,10.0,1.0,N,HB_HUBAVG,AH,17.5
36256,07/17/2020,11.0,1.0,N,HB_HUBAVG,AH,18.4
36348,07/17/2020,12.0,1.0,N,HB_HUBAVG,AH,20.56
36440,07/17/2020,13.0,1.0,N,HB_HUBAVG,AH,23.59
36532,07/17/2020,14.0,1.0,N,HB_HUBAVG,AH,23.06
36624,07/17/2020,15.0,1.0,N,HB_HUBAVG,AH,21.6
36716,07/17/2020,16.0,1.0,N,HB_HUBAVG,AH,20.35
36808,07/17/2020,17.0,1.0,N,HB_HUBAVG,AH,20.67
36900,07/17/2020,18.0,1.0,N,HB_HUBAVG,AH,18.17
36992,07/17/2020,19.0,1.0,N,HB_HUBAVG,AH,15.7
37084,07/17/2020,20.0,1.0,N,HB_HUBAVG,AH,13.53
37176,07/17/2020,21.0,1.0,N,HB_HUBAVG,AH,15.13
37268,07/17/2020,22.0,1.0,N,HB_HUBAVG,AH,16.46
37360,07/17/2020,23.0,1.0,N,HB_HUBAVG,AH,15.79
37452,07/17/2020,24.0,1.0,N,HB_HUBAVG,AH,15.05
37544,07/18/2020,1.0,1.0,N,HB_HUBAVG,AH,13.89
37636,07/18/2020,2.0,1.0,N,HB_HUBAVG,AH,13.56
37728,07/18/2020,3.0,1.0,N,HB_HUBAVG,AH,12.88
37820,07/18/2020,4.0,1.0,N,HB_HUBAVG,AH,11.69
37912,07/18/2020,5.0,1.0,N,HB_HUBAVG,AH,10.45
38004,07/18/2020,6.0,1.0,N,HB_HUBAVG,AH,9.72
38096,07/18/2020,7.0,1.0,N,HB_HUBAVG,AH,9.8
38188,07/18/2020,8.0,1.0,N,HB_HUBAVG,AH,10.53
38280,07/18/2020,9.0,1.0,N,HB_HUBAVG,AH,11.64
38372,07/18/2020,10.0,1.0,N,HB_HUBAVG,AH,12.79
38464,07/18/2020,11.0,1.0,N,HB_HUBAVG,AH,15.3
38556,07/18/2020,12.0,1.0,N,HB_HUBAVG,AH,16.66
38648,07/18/2020,13.0,1.0,N,HB_HUBAVG,AH,18.25
38740,07/18/2020,14.0,1.0,N,HB_HUBAVG,AH,19.07
38832,07/18/2020,15.0,1.0,N,HB_HUBAVG,AH,19.71
38924,07/18/2020,16.0,1.0,N,HB_HUBAVG,AH,19.36
39016,07/18/2020,17.0,1.0,N,HB_HUBAVG,AH,19.57
39108,07/18/2020,18.0,1.0,N,HB_HUBAVG,AH,19.21
39200,07/18/2020,19.0,1.0,N,HB_HUBAVG,AH,17.65
39292,07/18/2020,20.0,1.0,N,HB_HUBAVG,AH,16.26
39384,07/18/2020,21.0,1.0,N,HB_HUBAVG,AH,16.77
39476,07/18/2020,22.0,1.0,N,HB_HUBAVG,AH,16.71
39568,07/18/2020,23.0,1.0,N,HB_HUBAVG,AH,16.54
39660,07/18/2020,24.0,1.0,N,HB_HUBAVG,AH,15.41
39752,07/19/2020,1.0,1.0,N,HB_HUBAVG,AH,13.41
39844,07/19/2020,2.0,1.0,N,HB_HUBAVG,AH,11.58
39936,07/19/2020,3.0,1.0,N,HB_HUBAVG,AH,11.88
40028,07/19/2020,4.0,1.0,N,HB_HUBAVG,AH,12.21
40120,07/19/2020,5.0,1.0,N,HB_HUBAVG,AH,12.23
40212,07/19/2020,6.0,1.0,N,HB_HUBAVG,AH,12.65
40304,07/19/2020,7.0,1.0,N,HB_HUBAVG,AH,12.69
40396,07/19/2020,8.0,1.0,N,HB_HUBAVG,AH,11.33
40488,07/19/2020,9.0,1.0,N,HB_HUBAVG,AH,12.51
40580,07/19/2020,10.0,1.0,N,HB_HUBAVG,AH,12.48
40672,07/19/2020,11.0,1.0,N,HB_HUBAVG,AH,16.39
40764,07/19/2020,12.0,1.0,N,HB_HUBAVG,AH,18.37
40856,07/19/2020,13.0,1.0,N,HB_HUBAVG,AH,19.74
40948,07/19/2020,14.0,1.0,N,HB_HUBAVG,AH,24.26
41040,07/19/2020,15.0,1.0,N,HB_HUBAVG,AH,26.79
41132,07/19/2020,16.0,1.0,N,HB_HUBAVG,AH,24.7
41224,07/19/2020,17.0,1.0,N,HB_HUBAVG,AH,25.13
41316,07/19/2020,18.0,1.0,N,HB_HUBAVG,AH,21.83
41408,07/19/2020,19.0,1.0,N,HB_HUBAVG,AH,20.57
41500,07/19/2020,20.0,1.0,N,HB_HUBAVG,AH,18.98
41592,07/19/2020,21.0,1.0,N,HB_HUBAVG,AH,18.11
41684,07/19/2020,22.0,1.0,N,HB_HUBAVG,AH,18.18
41776,07/19/2020,23.0,1.0,N,HB_HUBAVG,AH,16.51
41868,07/19/2020,24.0,1.0,N,HB_HUBAVG,AH,14.59
41960,07/20/2020,1.0,1.0,N,HB_HUBAVG,AH,13.37
42052,07/20/2020,2.0,1.0,N,HB_HUBAVG,AH,11.45
42144,07/20/2020,3.0,1.0,N,HB_HUBAVG,AH,11.57
42236,07/20/2020,4.0,1.0,N,HB_HUBAVG,AH,11.14
42328,07/20/2020,5.0,1.0,N,HB_HUBAVG,AH,11.04
42420,07/20/2020,6.0,1.0,N,HB_HUBAVG,AH,11.97
42512,07/20/2020,7.0,1.0,N,HB_HUBAVG,AH,13.8
42604,07/20/2020,8.0,1.0,N,HB_HUBAVG,AH,14.32
42696,07/20/2020,9.0,1.0,N,HB_HUBAVG,AH,16.65
42788,07/20/2020,10.0,1.0,N,HB_HUBAVG,AH,16.61
42880,07/20/2020,11.0,1.0,N,HB_HUBAVG,AH,17.29
42972,07/20/2020,12.0,1.0,N,HB_HUBAVG,AH,18.01
43064,07/20/2020,13.0,1.0,N,HB_HUBAVG,AH,27.16
43156,07/20/2020,14.0,1.0,N,HB_HUBAVG,AH,33.59
43248,07/20/2020,15.0,1.0,N,HB_HUBAVG,AH,36.79
43340,07/20/2020,16.0,1.0,N,HB_HUBAVG,AH,22.01
43432,07/20/2020,17.0,1.0,N,HB_HUBAVG,AH,20.79
43524,07/20/2020,18.0,1.0,N,HB_HUBAVG,AH,19.31
43616,07/20/2020,19.0,1.0,N,HB_HUBAVG,AH,18.93
43708,07/20/2020,20.0,1.0,N,HB_HUBAVG,AH,16.01
43800,07/20/2020,21.0,1.0,N,HB_HUBAVG,AH,19.45
43892,07/20/2020,22.0,1.0,N,HB_HUBAVG,AH,18.29
43984,07/20/2020,23.0,1.0,N,HB_HUBAVG,AH,16.55
44076,07/20/2020,24.0,1.0,N,HB_HUBAVG,AH,16.55
44168,07/21/2020,1.0,1.0,N,HB_HUBAVG,AH,15.01
44260,07/21/2020,2.0,1.0,N,HB_HUBAVG,AH,12.73
44352,07/21/2020,3.0,1.0,N,HB_HUBAVG,AH,13.3
44444,07/21/2020,4.0,1.0,N,HB_HUBAVG,AH,13.44
44536,07/21/2020,5.0,1.0,N,HB_HUBAVG,AH,13.72
44628,07/21/2020,6.0,1.0,N,HB_HUBAVG,AH,14.32
44720,07/21/2020,7.0,1.0,N,HB_HUBAVG,AH,14.88
44812,07/21/2020,8.0,1.0,N,HB_HUBAVG,AH,15.76
44904,07/21/2020,9.0,1.0,N,HB_HUBAVG,AH,16.45
44996,07/21/2020,10.0,1.0,N,HB_HUBAVG,AH,15.9
45088,07/21/2020,11.0,1.0,N,HB_HUBAVG,AH,17.39
45180,07/21/2020,12.0,1.0,N,HB_HUBAVG,AH,18.14
45272,07/21/2020,13.0,1.0,N,HB_HUBAVG,AH,19.25
45364,07/21/2020,14.0,1.0,N,HB_HUBAVG,AH,19.86
45456,07/21/2020,15.0,1.0,N,HB_HUBAVG,AH,29.45
45548,07/21/2020,16.0,1.0,N,HB_HUBAVG,AH,20.35
45640,07/21/2020,17.0,1.0,N,HB_HUBAVG,AH,23.02
45732,07/21/2020,18.0,1.0,N,HB_HUBAVG,AH,25.98
45824,07/21/2020,19.0,1.0,N,HB_HUBAVG,AH,22.82
45916,07/21/2020,20.0,1.0,N,HB_HUBAVG,AH,32.86
46008,07/21/2020,21.0,1.0,N,HB_HUBAVG,AH,20.43
46100,07/21/2020,22.0,1.0,N,HB_HUBAVG,AH,26.74
46192,07/21/2020,23.0,1.0,N,HB_HUBAVG,AH,21.7
46284,07/21/2020,24.0,1.0,N,HB_HUBAVG,AH,18.44
46376,07/22/2020,1.0,1.0,N,HB_HUBAVG,AH,17.61
46468,07/22/2020,2.0,1.0,N,HB_HUBAVG,AH,16.39
46560,07/22/2020,3.0,1.0,N,HB_HUBAVG,AH,15.91
46652,07/22/2020,4.0,1.0,N,HB_HUBAVG,AH,15.39
46744,07/22/2020,5.0,1.0,N,HB_HUBAVG,AH,14.88
46836,07/22/2020,6.0,1.0,N,HB_HUBAVG,AH,15.05
46928,07/22/2020,7.0,1.0,N,HB_HUBAVG,AH,15.96
47020,07/22/2020,8.0,1.0,N,HB_HUBAVG,AH,16.12
47112,07/22/2020,9.0,1.0,N,HB_HUBAVG,AH,17.32
47204,07/22/2020,10.0,1.0,N,HB_HUBAVG,AH,17.46
47296,07/22/2020,11.0,1.0,N,HB_HUBAVG,AH,19.04
47388,07/22/2020,12.0,1.0,N,HB_HUBAVG,AH,23.64
47480,07/22/2020,13.0,1.0,N,HB_HUBAVG,AH,25.75
47572,07/22/2020,14.0,1.0,N,HB_HUBAVG,AH,23.18
47664,07/22/2020,15.0,1.0,N,HB_HUBAVG,AH,29.8
47756,07/22/2020,16.0,1.0,N,HB_HUBAVG,AH,51.11
