,Delivery Date,Delivery Hour,Delivery Interval,Repeated Hour Flag,Settlement Point Name,Settlement Point Type,Settlement Point Price
2124,04/01/2020,24.0,1.0,N,HB_HUBAVG,AH,7.58
2216,04/02/2020,1.0,1.0,N,HB_HUBAVG,AH,-0.64
2308,04/02/2020,2.0,1.0,N,HB_HUBAVG,AH,-13.05
2400,04/02/2020,3.0,1.0,N,HB_HUBAVG,AH,-17.1
2492,04/02/2020,4.0,1.0,N,HB_HUBAVG,AH,-5.01
2584,04/02/2020,5.0,1.0,N,HB_HUBAVG,AH,2.68
2676,04/02/2020,6.0,1.0,N,HB_HUBAVG,AH,5.35
2768,04/02/2020,7.0,1.0,N,HB_HUBAVG,AH,2.17
2860,04/02/2020,8.0,1.0,N,HB_HUBAVG,AH,5.24
2952,04/02/2020,9.0,1.0,N,HB_HUBAVG,AH,7.14
3044,04/02/2020,10.0,1.0,N,HB_HUBAVG,AH,14.08
3136,04/02/2020,11.0,1.0,N,HB_HUBAVG,AH,13.42
3228,04/02/2020,12.0,1.0,N,HB_HUBAVG,AH,12.25
3320,04/02/2020,13.0,1.0,N,HB_HUBAVG,AH,15.77
3412,04/02/2020,14.0,1.0,N,HB_HUBAVG,AH,16.89
3504,04/02/2020,15.0,1.0,N,HB_HUBAVG,AH,17.34
3596,04/02/2020,16.0,1.0,N,HB_HUBAVG,AH,17.82
3688,04/02/2020,17.0,1.0,N,HB_HUBAVG,AH,17.0
3780,04/02/2020,18.0,1.0,N,HB_HUBAVG,AH,15.58
3872,04/02/2020,19.0,1.0,N,HB_HUBAVG,AH,13.71
3964,04/02/2020,20.0,1.0,N,HB_HUBAVG,AH,13.09
4056,04/02/2020,21.0,1.0,N,HB_HUBAVG,AH,21.28
4148,04/02/2020,22.0,1.0,N,HB_HUBAVG,AH,12.06
4240,04/02/2020,23.0,1.0,N,HB_HUBAVG,AH,8.44
4332,04/02/2020,24.0,1.0,N,HB_HUBAVG,AH,7.49
4424,04/03/2020,1.0,1.0,N,HB_HUBAVG,AH,3.53
4516,04/03/2020,2.0,1.0,N,HB_HUBAVG,AH,8.13
4608,04/03/2020,3.0,1.0,N,HB_HUBAVG,AH,7.75
4700,04/03/2020,4.0,1.0,N,HB_HUBAVG,AH,11.75
4792,04/03/2020,5.0,1.0,N,HB_HUBAVG,AH,12.44
4884,04/03/2020,6.0,1.0,N,HB_HUBAVG,AH,13.5
4976,04/03/2020,7.0,1.0,N,HB_HUBAVG,AH,15.32
5068,04/03/2020,8.0,1.0,N,HB_HUBAVG,AH,12.52
5160,04/03/2020,9.0,1.0,N,HB_HUBAVG,AH,11.76
5252,04/03/2020,10.0,1.0,N,HB_HUBAVG,AH,10.75
5344,04/03/2020,11.0,1.0,N,HB_HUBAVG,AH,10.27
5436,04/03/2020,12.0,1.0,N,HB_HUBAVG,AH,10.29
5528,04/03/2020,13.0,1.0,N,HB_HUBAVG,AH,10.09
5620,04/03/2020,14.0,1.0,N,HB_HUBAVG,AH,11.16
5712,04/03/2020,15.0,1.0,N,HB_HUBAVG,AH,11.59
5804,04/03/2020,16.0,1.0,N,HB_HUBAVG,AH,13.12
5896,04/03/2020,17.0,1.0,N,HB_HUBAVG,AH,13.93
5988,04/03/2020,18.0,1.0,N,HB_HUBAVG,AH,16.77
6080,04/03/2020,19.0,1.0,N,HB_HUBAVG,AH,18.67
6172,04/03/2020,20.0,1.0,N,HB_HUBAVG,AH,19.12
6264,04/03/2020,21.0,1.0,N,HB_HUBAVG,AH,24.38
6356,04/03/2020,22.0,1.0,N,HB_HUBAVG,AH,20.21
6448,04/03/2020,23.0,1.0,N,HB_HUBAVG,AH,18.0
6540,04/03/2020,24.0,1.0,N,HB_HUBAVG,AH,17.36
6632,04/04/2020,1.0,1.0,N,HB_HUBAVG,AH,17.36
6724,04/04/2020,2.0,1.0,N,HB_HUBAVG,AH,16.45
6816,04/04/2020,3.0,1.0,N,HB_HUBAVG,AH,15.99
6908,04/04/2020,4.0,1.0,N,HB_HUBAVG,AH,15.6
7000,04/04/2020,5.0,1.0,N,HB_HUBAVG,AH,16.36
7092,04/04/2020,6.0,1.0,N,HB_HUBAVG,AH,16.57
7184,04/04/2020,7.0,1.0,N,HB_HUBAVG,AH,12.74
7276,04/04/2020,8.0,1.0,N,HB_HUBAVG,AH,12.52
7368,04/04/2020,9.0,1.0,N,HB_HUBAVG,AH,13.41
7460,04/04/2020,10.0,1.0,N,HB_HUBAVG,AH,16.75
7552,04/04/2020,11.0,1.0,N,HB_HUBAVG,AH,18.89
7644,04/04/2020,12.0,1.0,N,HB_HUBAVG,AH,51.54
7736,04/04/2020,13.0,1.0,N,HB_HUBAVG,AH,23.34
7828,04/04/2020,14.0,1.0,N,HB_HUBAVG,AH,19.73
7920,04/04/2020,15.0,1.0,N,HB_HUBAVG,AH,19.22
8012,04/04/2020,16.0,1.0,N,HB_HUBAVG,AH,17.81
8104,04/04/2020,17.0,1.0,N,HB_HUBAVG,AH,17.56
8196,04/04/2020,18.0,1.0,N,HB_HUBAVG,AH,17.74
8288,04/04/2020,19.0,1.0,N,HB_HUBAVG,AH,17.73
8380,04/04/2020,20.0,1.0,N,HB_HUBAVG,AH,17.78
8472,04/04/2020,21.0,1.0,N,HB_HUBAVG,AH,19.21
8564,04/04/2020,22.0,1.0,N,HB_HUBAVG,AH,18.27
8656,04/04/2020,23.0,1.0,N,HB_HUBAVG,AH,17.68
8748,04/04/2020,24.0,1.0,N,HB_HUBAVG,AH,17.54
8840,04/05/2020,1.0,1.0,N,HB_HUBAVG,AH,16.74
8932,04/05/2020,2.0,1.0,N,HB_HUBAVG,AH,16.44
9024,04/05/2020,3.0,1.0,N,HB_HUBAVG,AH,16.76
9116,04/05/2020,4.0,1.0,N,HB_HUBAVG,AH,13.94
9208,04/05/2020,5.0,1.0,N,HB_HUBAVG,AH,13.98
9300,04/05/2020,6.0,1.0,N,HB_HUBAVG,AH,14.31
9392,04/05/2020,7.0,1.0,N,HB_HUBAVG,AH,14.12
9484,04/05/2020,8.0,1.0,N,HB_HUBAVG,AH,16.53
9576,04/05/2020,9.0,1.0,N,HB_HUBAVG,AH,16.1
9668,04/05/2020,10.0,1.0,N,HB_HUBAVG,AH,17.22
9760,04/05/2020,11.0,1.0,N,HB_HUBAVG,AH,17.88
9852,04/05/2020,12.0,1.0,N,HB_HUBAVG,AH,18.05
9944,04/05/2020,13.0,1.0,N,HB_HUBAVG,AH,17.68
10036,04/05/2020,14.0,1.0,N,HB_HUBAVG,AH,17.47
10128,04/05/2020,15.0,1.0,N,HB_HUBAVG,AH,12.85
10220,04/05/2020,16.0,1.0,N,HB_HUBAVG,AH,11.55
10312,04/05/2020,17.0,1.0,N,HB_HUBAVG,AH,10.12
10404,04/05/2020,18.0,1.0,N,HB_HUBAVG,AH,9.83
10496,04/05/2020,19.0,1.0,N,HB_HUBAVG,AH,8.01
10588,04/05/2020,20.0,1.0,N,HB_HUBAVG,AH,8.72
10680,04/05/2020,21.0,1.0,N,HB_HUBAVG,AH,11.5
10772,04/05/2020,22.0,1.0,N,HB_HUBAVG,AH,9.53
10864,04/05/2020,23.0,1.0,N,HB_HUBAVG,AH,6.21
10956,04/05/2020,24.0,1.0,N,HB_HUBAVG,AH,4.95
11048,04/06/2020,1.0,1.0,N,HB_HUBAVG,AH,-0.75
11140,04/06/2020,2.0,1.0,N,HB_HUBAVG,AH,-0.33
11232,04/06/2020,3.0,1.0,N,HB_HUBAVG,AH,-1.07
11324,04/06/2020,4.0,1.0,N,HB_HUBAVG,AH,-0.05
11416,04/06/2020,5.0,1.0,N,HB_HUBAVG,AH,0.04
11508,04/06/2020,6.0,1.0,N,HB_HUBAVG,AH,2.9
11600,04/06/2020,7.0,1.0,N,HB_HUBAVG,AH,9.16
11692,04/06/2020,8.0,1.0,N,HB_HUBAVG,AH,11.18
11784,04/06/2020,9.0,1.0,N,HB_HUBAVG,AH,12.81
11876,04/06/2020,10.0,1.0,N,HB_HUBAVG,AH,15.52
11968,04/06/2020,11.0,1.0,N,HB_HUBAVG,AH,16.25
12060,04/06/2020,12.0,1.0,N,HB_HUBAVG,AH,16.17
12152,04/06/2020,13.0,1.0,N,HB_HUBAVG,AH,16.7
12244,04/06/2020,14.0,1.0,N,HB_HUBAVG,AH,16.76
12336,04/06/2020,15.0,1.0,N,HB_HUBAVG,AH,16.69
12428,04/06/2020,16.0,1.0,N,HB_HUBAVG,AH,16.09
12520,04/06/2020,17.0,1.0,N,HB_HUBAVG,AH,16.13
12612,04/06/2020,18.0,1.0,N,HB_HUBAVG,AH,17.07
12704,04/06/2020,19.0,1.0,N,HB_HUBAVG,AH,18.45
12796,04/06/2020,20.0,1.0,N,HB_HUBAVG,AH,17.52
12888,04/06/2020,21.0,1.0,N,HB_HUBAVG,AH,18.82
12980,04/06/2020,22.0,1.0,N,HB_HUBAVG,AH,17.55
13072,04/06/2020,23.0,1.0,N,HB_HUBAVG,AH,16.15
13164,04/06/2020,24.0,1.0,N,HB_HUBAVG,AH,11.74
13256,04/07/2020,1.0,1.0,N,HB_HUBAVG,AH,20.68
13348,04/07/2020,2.0,1.0,N,HB_HUBAVG,AH,12.4
13440,04/07/2020,3.0,1.0,N,HB_HUBAVG,AH,10.29
13532,04/07/2020,4.0,1.0,N,HB_HUBAVG,AH,10.49
13624,04/07/2020,5.0,1.0,N,HB_HUBAVG,AH,7.71
13716,04/07/2020,6.0,1.0,N,HB_HUBAVG,AH,11.23
13808,04/07/2020,7.0,1.0,N,HB_HUBAVG,AH,9.0
13900,04/07/2020,8.0,1.0,N,HB_HUBAVG,AH,14.3
13992,04/07/2020,9.0,1.0,N,HB_HUBAVG,AH,10.64
14084,04/07/2020,10.0,1.0,N,HB_HUBAVG,AH,13.76
14176,04/07/2020,11.0,1.0,N,HB_HUBAVG,AH,16.66
14268,04/07/2020,12.0,1.0,N,HB_HUBAVG,AH,17.13
14360,04/07/2020,13.0,1.0,N,HB_HUBAVG,AH,18.14
14452,04/07/2020,14.0,1.0,N,HB_HUBAVG,AH,18.93
14544,04/07/2020,15.0,1.0,N,HB_HUBAVG,AH,18.63
14636,04/07/2020,16.0,1.0,N,HB_HUBAVG,AH,18.64
14728,04/07/2020,17.0,1.0,N,HB_HUBAVG,AH,18.17
14820,04/07/2020,18.0,1.0,N,HB_HUBAVG,AH,19.48
14912,04/07/2020,19.0,1.0,N,HB_HUBAVG,AH,20.27
15004,04/07/2020,20.0,1.0,N,HB_HUBAVG,AH,20.66
15096,04/07/2020,21.0,1.0,N,HB_HUBAVG,AH,21.23
15188,04/07/2020,22.0,1.0,N,HB_HUBAVG,AH,18.38
15280,04/07/2020,23.0,1.0,N,HB_HUBAVG,AH,17.78
15372,04/07/2020,24.0,1.0,N,HB_HUBAVG,AH,17.69
15464,04/08/2020,1.0,1.0,N,HB_HUBAVG,AH,12.69
15556,04/08/2020,2.0,1.0,N,HB_HUBAVG,AH,10.96
15648,04/08/2020,3.0,1.0,N,HB_HUBAVG,AH,5.61
15740,04/08/2020,4.0,1.0,N,HB_HUBAVG,AH,5.24
15832,04/08/2020,5.0,1.0,N,HB_HUBAVG,AH,9.76
15924,04/08/2020,6.0,1.0,N,HB_HUBAVG,AH,9.94
16016,04/08/2020,7.0,1.0,N,HB_HUBAVG,AH,11.18
16108,04/08/2020,8.0,1.0,N,HB_HUBAVG,AH,11.66
16200,04/08/2020,9.0,1.0,N,HB_HUBAVG,AH,11.6
16292,04/08/2020,10.0,1.0,N,HB_HUBAVG,AH,14.27
16384,04/08/2020,11.0,1.0,N,HB_HUBAVG,AH,16.24
16476,04/08/2020,12.0,1.0,N,HB_HUBAVG,AH,17.45
16568,04/08/2020,13.0,1.0,N,HB_HUBAVG,AH,18.26
16660,04/08/2020,14.0,1.0,N,HB_HUBAVG,AH,26.45
16752,04/08/2020,15.0,1.0,N,HB_HUBAVG,AH,22.45
16844,04/08/2020,16.0,1.0,N,HB_HUBAVG,AH,51.73
16936,04/08/2020,17.0,1.0,N,HB_HUBAVG,AH,129.35
17028,04/08/2020,18.0,1.0,N,HB_HUBAVG,AH,221.18
17120,04/08/2020,19.0,1.0,N,HB_HUBAVG,AH,150.23
17212,04/08/2020,20.0,1.0,N,HB_HUBAVG,AH,45.1
17304,04/08/2020,21.0,1.0,N,HB_HUBAVG,AH,89.19
17396,04/08/2020,22.0,1.0,N,HB_HUBAVG,AH,22.78
17488,04/08/2020,23.0,1.0,N,HB_HUBAVG,AH,21.71
17580,04/08/2020,24.0,1.0,N,HB_HUBAVG,AH,19.54
17672,04/09/2020,1.0,1.0,N,HB_HUBAVG,AH,18.21
17764,04/09/2020,2.0,1.0,N,HB_HUBAVG,AH,16.72
17856,04/09/2020,3.0,1.0,N,HB_HUBAVG,AH,16.0
17948,04/09/2020,4.0,1.0,N,HB_HUBAVG,AH,13.73
18040,04/09/2020,5.0,1.0,N,HB_HUBAVG,AH,15.76
18132,04/09/2020,6.0,1.0,N,HB_HUBAVG,AH,15.31
18224,04/09/2020,7.0,1.0,N,HB_HUBAVG,AH,17.38
18316,04/09/2020,8.0,1.0,N,HB_HUBAVG,AH,17.16
18408,04/09/2020,9.0,1.0,N,HB_HUBAVG,AH,17.8
18500,04/09/2020,10.0,1.0,N,HB_HUBAVG,AH,18.24
18592,04/09/2020,11.0,1.0,N,HB_HUBAVG,AH,18.66
18684,04/09/2020,12.0,1.0,N,HB_HUBAVG,AH,19.98
18776,04/09/2020,13.0,1.0,N,HB_HUBAVG,AH,22.16
18868,04/09/2020,14.0,1.0,N,HB_HUBAVG,AH,28.61
18960,04/09/2020,15.0,1.0,N,HB_HUBAVG,AH,182.09
19052,04/09/2020,16.0,1.0,N,HB_HUBAVG,AH,69.1
19144,04/09/2020,17.0,1.0,N,HB_HUBAVG,AH,22.34
19236,04/09/2020,18.0,1.0,N,HB_HUBAVG,AH,21.69
19328,04/09/2020,19.0,1.0,N,HB_HUBAVG,AH,18.24
19420,04/09/2020,20.0,1.0,N,HB_HUBAVG,AH,17.77
19512,04/09/2020,21.0,1.0,N,HB_HUBAVG,AH,18.34
19604,04/09/2020,22.0,1.0,N,HB_HUBAVG,AH,16.71
19696,04/09/2020,23.0,1.0,N,HB_HUBAVG,AH,14.82
19788,04/09/2020,24.0,1.0,N,HB_HUBAVG,AH,15.52
19880,04/10/2020,1.0,1.0,N,HB_HUBAVG,AH,12.82
19972,04/10/2020,2.0,1.0,N,HB_HUBAVG,AH,12.09
20064,04/10/2020,3.0,1.0,N,HB_HUBAVG,AH,9.74
20156,04/10/2020,4.0,1.0,N,HB_HUBAVG,AH,10.07
20248,04/10/2020,5.0,1.0,N,HB_HUBAVG,AH,6.2
20340,04/10/2020,6.0,1.0,N,HB_HUBAVG,AH,10.31
20432,04/10/2020,7.0,1.0,N,HB_HUBAVG,AH,10.66
20524,04/10/2020,8.0,1.0,N,HB_HUBAVG,AH,12.44
20616,04/10/2020,9.0,1.0,N,HB_HUBAVG,AH,14.64
20708,04/10/2020,10.0,1.0,N,HB_HUBAVG,AH,14.13
20800,04/10/2020,11.0,1.0,N,HB_HUBAVG,AH,13.66
20892,04/10/2020,12.0,1.0,N,HB_HUBAVG,AH,17.6
20984,04/10/2020,13.0,1.0,N,HB_HUBAVG,AH,16.79
21076,04/10/2020,14.0,1.0,N,HB_HUBAVG,AH,18.36
21168,04/10/2020,15.0,1.0,N,HB_HUBAVG,AH,17.73
21260,04/10/2020,16.0,1.0,N,HB_HUBAVG,AH,18.42
21352,04/10/2020,17.0,1.0,N,HB_HUBAVG,AH,17.55
21444,04/10/2020,18.0,1.0,N,HB_HUBAVG,AH,18.05
21536,04/10/2020,19.0,1.0,N,HB_HUBAVG,AH,17.55
21628,04/10/2020,20.0,1.0,N,HB_HUBAVG,AH,16.97
21720,04/10/2020,21.0,1.0,N,HB_HUBAVG,AH,18.09
21812,04/10/2020,22.0,1.0,N,HB_HUBAVG,AH,15.62
21904,04/10/2020,23.0,1.0,N,HB_HUBAVG,AH,12.89
21996,04/10/2020,24.0,1.0,N,HB_HUBAVG,AH,10.84
22088,04/11/2020,1.0,1.0,N,HB_HUBAVG,AH,12.3
22180,04/11/2020,2.0,1.0,N,HB_HUBAVG,AH,10.38
22272,04/11/2020,3.0,1.0,N,HB_HUBAVG,AH,9.78
22364,04/11/2020,4.0,1.0,N,HB_HUBAVG,AH,8.27
22456,04/11/2020,5.0,1.0,N,HB_HUBAVG,AH,7.95
22548,04/11/2020,6.0,1.0,N,HB_HUBAVG,AH,10.55
22640,04/11/2020,7.0,1.0,N,HB_HUBAVG,AH,7.89
22732,04/11/2020,8.0,1.0,N,HB_HUBAVG,AH,10.23
22824,04/11/2020,9.0,1.0,N,HB_HUBAVG,AH,12.16
22916,04/11/2020,10.0,1.0,N,HB_HUBAVG,AH,14.73
23008,04/11/2020,11.0,1.0,N,HB_HUBAVG,AH,12.97
23100,04/11/2020,12.0,1.0,N,HB_HUBAVG,AH,13.18
23192,04/11/2020,13.0,1.0,N,HB_HUBAVG,AH,3.99
23284,04/11/2020,14.0,1.0,N,HB_HUBAVG,AH,18.1
23376,04/11/2020,15.0,1.0,N,HB_HUBAVG,AH,18.03
23468,04/11/2020,16.0,1.0,N,HB_HUBAVG,AH,16.79
23560,04/11/2020,17.0,1.0,N,HB_HUBAVG,AH,16.67
23652,04/11/2020,18.0,1.0,N,HB_HUBAVG,AH,15.56
23744,04/11/2020,19.0,1.0,N,HB_HUBAVG,AH,14.21
23836,04/11/2020,20.0,1.0,N,HB_HUBAVG,AH,16.77
23928,04/11/2020,21.0,1.0,N,HB_HUBAVG,AH,19.51
24020,04/11/2020,22.0,1.0,N,HB_HUBAVG,AH,18.76
24112,04/11/2020,23.0,1.0,N,HB_HUBAVG,AH,16.57
24204,04/11/2020,24.0,1.0,N,HB_HUBAVG,AH,6.38
24296,04/12/2020,1.0,1.0,N,HB_HUBAVG,AH,8.41
24388,04/12/2020,2.0,1.0,N,HB_HUBAVG,AH,11.34
24480,04/12/2020,3.0,1.0,N,HB_HUBAVG,AH,16.6
24572,04/12/2020,4.0,1.0,N,HB_HUBAVG,AH,16.73
24664,04/12/2020,5.0,1.0,N,HB_HUBAVG,AH,16.11
24756,04/12/2020,6.0,1.0,N,HB_HUBAVG,AH,16.59
24848,04/12/2020,7.0,1.0,N,HB_HUBAVG,AH,17.65
24940,04/12/2020,8.0,1.0,N,HB_HUBAVG,AH,19.06
25032,04/12/2020,9.0,1.0,N,HB_HUBAVG,AH,18.61
25124,04/12/2020,10.0,1.0,N,HB_HUBAVG,AH,17.11
25216,04/12/2020,11.0,1.0,N,HB_HUBAVG,AH,17.15
25308,04/12/2020,12.0,1.0,N,HB_HUBAVG,AH,15.66
25400,04/12/2020,13.0,1.0,N,HB_HUBAVG,AH,16.08
25492,04/12/2020,14.0,1.0,N,HB_HUBAVG,AH,19.67
25584,04/12/2020,15.0,1.0,N,HB_HUBAVG,AH,13.92
25676,04/12/2020,16.0,1.0,N,HB_HUBAVG,AH,14.03
25768,04/12/2020,17.0,1.0,N,HB_HUBAVG,AH,13.39
25860,04/12/2020,18.0,1.0,N,HB_HUBAVG,AH,12.94
25952,04/12/2020,19.0,1.0,N,HB_HUBAVG,AH,12.91
26044,04/12/2020,20.0,1.0,N,HB_HUBAVG,AH,12.0
26136,04/12/2020,21.0,1.0,N,HB_HUBAVG,AH,11.92
26228,04/12/2020,22.0,1.0,N,HB_HUBAVG,AH,11.07
26320,04/12/2020,23.0,1.0,N,HB_HUBAVG,AH,8.91
26412,04/12/2020,24.0,1.0,N,HB_HUBAVG,AH,5.35
26504,04/13/2020,1.0,1.0,N,HB_HUBAVG,AH,3.84
26596,04/13/2020,2.0,1.0,N,HB_HUBAVG,AH,3.8
26688,04/13/2020,3.0,1.0,N,HB_HUBAVG,AH,2.62
26780,04/13/2020,4.0,1.0,N,HB_HUBAVG,AH,0.37
26872,04/13/2020,5.0,1.0,N,HB_HUBAVG,AH,-0.7
26964,04/13/2020,6.0,1.0,N,HB_HUBAVG,AH,-0.74
27056,04/13/2020,7.0,1.0,N,HB_HUBAVG,AH,6.83
27148,04/13/2020,8.0,1.0,N,HB_HUBAVG,AH,10.74
27240,04/13/2020,9.0,1.0,N,HB_HUBAVG,AH,13.96
27332,04/13/2020,10.0,1.0,N,HB_HUBAVG,AH,8.45
27424,04/13/2020,11.0,1.0,N,HB_HUBAVG,AH,16.48
27516,04/13/2020,12.0,1.0,N,HB_HUBAVG,AH,17.21
27608,04/13/2020,13.0,1.0,N,HB_HUBAVG,AH,17.56
27700,04/13/2020,14.0,1.0,N,HB_HUBAVG,AH,18.31
27792,04/13/2020,15.0,1.0,N,HB_HUBAVG,AH,18.45
27884,04/13/2020,16.0,1.0,N,HB_HUBAVG,AH,18.59
27976,04/13/2020,17.0,1.0,N,HB_HUBAVG,AH,18.77
28068,04/13/2020,18.0,1.0,N,HB_HUBAVG,AH,18.35
28160,04/13/2020,19.0,1.0,N,HB_HUBAVG,AH,17.68
28252,04/13/2020,20.0,1.0,N,HB_HUBAVG,AH,16.8
28344,04/13/2020,21.0,1.0,N,HB_HUBAVG,AH,17.69
28436,04/13/2020,22.0,1.0,N,HB_HUBAVG,AH,15.58
28528,04/13/2020,23.0,1.0,N,HB_HUBAVG,AH,12.28
28620,04/13/2020,24.0,1.0,N,HB_HUBAVG,AH,9.65
28712,04/14/2020,1.0,1.0,N,HB_HUBAVG,AH,10.77
28804,04/14/2020,2.0,1.0,N,HB_HUBAVG,AH,9.5
28896,04/14/2020,3.0,1.0,N,HB_HUBAVG,AH,9.88
28988,04/14/2020,4.0,1.0,N,HB_HUBAVG,AH,10.74
29080,04/14/2020,5.0,1.0,N,HB_HUBAVG,AH,11.36
29172,04/14/2020,6.0,1.0,N,HB_HUBAVG,AH,12.75
29264,04/14/2020,7.0,1.0,N,HB_HUBAVG,AH,16.54
29356,04/14/2020,8.0,1.0,N,HB_HUBAVG,AH,17.7
29448,04/14/2020,9.0,1.0,N,HB_HUBAVG,AH,18.45
29540,04/14/2020,10.0,1.0,N,HB_HUBAVG,AH,23.44
29632,04/14/2020,11.0,1.0,N,HB_HUBAVG,AH,18.57
29724,04/14/2020,12.0,1.0,N,HB_HUBAVG,AH,17.96
29816,04/14/2020,13.0,1.0,N,HB_HUBAVG,AH,18.69
29908,04/14/2020,14.0,1.0,N,HB_HUBAVG,AH,18.21
30000,04/14/2020,15.0,1.0,N,HB_HUBAVG,AH,16.88
30092,04/14/2020,16.0,1.0,N,HB_HUBAVG,AH,17.58
30184,04/14/2020,17.0,1.0,N,HB_HUBAVG,AH,17.29
30276,04/14/2020,18.0,1.0,N,HB_HUBAVG,AH,17.57
30368,04/14/2020,19.0,1.0,N,HB_HUBAVG,AH,18.01
30460,04/14/2020,20.0,1.0,N,HB_HUBAVG,AH,18.48
30552,04/14/2020,21.0,1.0,N,HB_HUBAVG,AH,22.49
30644,04/14/2020,22.0,1.0,N,HB_HUBAVG,AH,19.75
30736,04/14/2020,23.0,1.0,N,HB_HUBAVG,AH,17.21
30828,04/14/2020,24.0,1.0,N,HB_HUBAVG,AH,17.0
30920,04/15/2020,1.0,1.0,N,HB_HUBAVG,AH,16.54
31012,04/15/2020,2.0,1.0,N,HB_HUBAVG,AH,15.6
31104,04/15/2020,3.0,1.0,N,HB_HUBAVG,AH,14.64
31196,04/15/2020,4.0,1.0,N,HB_HUBAVG,AH,13.11
31288,04/15/2020,5.0,1.0,N,HB_HUBAVG,AH,15.54
31380,04/15/2020,6.0,1.0,N,HB_HUBAVG,AH,16.58
31472,04/15/2020,7.0,1.0,N,HB_HUBAVG,AH,17.32
31564,04/15/2020,8.0,1.0,N,HB_HUBAVG,AH,18.06
31656,04/15/2020,9.0,1.0,N,HB_HUBAVG,AH,18.32
31748,04/15/2020,10.0,1.0,N,HB_HUBAVG,AH,18.44
31840,04/15/2020,11.0,1.0,N,HB_HUBAVG,AH,16.91
31932,04/15/2020,12.0,1.0,N,HB_HUBAVG,AH,15.42
32024,04/15/2020,13.0,1.0,N,HB_HUBAVG,AH,15.84
32116,04/15/2020,14.0,1.0,N,HB_HUBAVG,AH,15.04
32208,04/15/2020,15.0,1.0,N,HB_HUBAVG,AH,13.21
32300,04/15/2020,16.0,1.0,N,HB_HUBAVG,AH,12.38
32392,04/15/2020,17.0,1.0,N,HB_HUBAVG,AH,11.32
32484,04/15/2020,18.0,1.0,N,HB_HUBAVG,AH,11.18
32576,04/15/2020,19.0,1.0,N,HB_HUBAVG,AH,12.41
32668,04/15/2020,20.0,1.0,N,HB_HUBAVG,AH,13.43
32760,04/15/2020,21.0,1.0,N,HB_HUBAVG,AH,17.15
32852,04/15/2020,22.0,1.0,N,HB_HUBAVG,AH,11.86
32944,04/15/2020,23.0,1.0,N,HB_HUBAVG,AH,7.61
33036,04/15/2020,24.0,1.0,N,HB_HUBAVG,AH,6.82
33128,04/16/2020,1.0,1.0,N,HB_HUBAVG,AH,2.65
33220,04/16/2020,2.0,1.0,N,HB_HUBAVG,AH,2.53
33312,04/16/2020,3.0,1.0,N,HB_HUBAVG,AH,-1.01
33404,04/16/2020,4.0,1.0,N,HB_HUBAVG,AH,-3.27
33496,04/16/2020,5.0,1.0,N,HB_HUBAVG,AH,1.94
33588,04/16/2020,6.0,1.0,N,HB_HUBAVG,AH,3.91
33680,04/16/2020,7.0,1.0,N,HB_HUBAVG,AH,9.58
33772,04/16/2020,8.0,1.0,N,HB_HUBAVG,AH,7.49
33864,04/16/2020,9.0,1.0,N,HB_HUBAVG,AH,7.7
33956,04/16/2020,10.0,1.0,N,HB_HUBAVG,AH,8.67
34048,04/16/2020,11.0,1.0,N,HB_HUBAVG,AH,8.15
34140,04/16/2020,12.0,1.0,N,HB_HUBAVG,AH,8.57
34232,04/16/2020,13.0,1.0,N,HB_HUBAVG,AH,9.32
34324,04/16/2020,14.0,1.0,N,HB_HUBAVG,AH,9.02
34416,04/16/2020,15.0,1.0,N,HB_HUBAVG,AH,8.44
34508,04/16/2020,16.0,1.0,N,HB_HUBAVG,AH,8.53
34600,04/16/2020,17.0,1.0,N,HB_HUBAVG,AH,7.76
34692,04/16/2020,18.0,1.0,N,HB_HUBAVG,AH,6.55
34784,04/16/2020,19.0,1.0,N,HB_HUBAVG,AH,7.38
34876,04/16/2020,20.0,1.0,N,HB_HUBAVG,AH,7.93
34968,04/16/2020,21.0,1.0,N,HB_HUBAVG,AH,11.2
35060,04/16/2020,22.0,1.0,N,HB_HUBAVG,AH,10.09
35152,04/16/2020,23.0,1.0,N,HB_HUBAVG,AH,8.25
35244,04/16/2020,24.0,1.0,N,HB_HUBAVG,AH,4.12
35336,04/17/2020,1.0,1.0,N,HB_HUBAVG,AH,3.74
35428,04/17/2020,2.0,1.0,N,HB_HUBAVG,AH,-0.3
35520,04/17/2020,3.0,1.0,N,HB_HUBAVG,AH,1.96
35612,04/17/2020,4.0,1.0,N,HB_HUBAVG,AH,3.76
35704,04/17/2020,5.0,1.0,N,HB_HUBAVG,AH,5.2
35796,04/17/2020,6.0,1.0,N,HB_HUBAVG,AH,6.37
35888,04/17/2020,7.0,1.0,N,HB_HUBAVG,AH,4.55
35980,04/17/2020,8.0,1.0,N,HB_HUBAVG,AH,5.42
36072,04/17/2020,9.0,1.0,N,HB_HUBAVG,AH,7.26
36164,04/17/2020,10.0,1.0,N,HB_HUBAVG,AH,7.49
36256,04/17/2020,11.0,1.0,N,HB_HUBAVG,AH,8.59
36348,04/17/2020,12.0,1.0,N,HB_HUBAVG,AH,10.14
36440,04/17/2020,13.0,1.0,N,HB_HUBAVG,AH,16.75
36532,04/17/2020,14.0,1.0,N,HB_HUBAVG,AH,18.5
36624,04/17/2020,15.0,1.0,N,HB_HUBAVG,AH,18.73
