,Date,HourEnding,Settlement Point Price
2301,2021/04/06,22,-3.2963
2302,2021/04/06,23,1.4003
2303,2021/04/06,24,1.8693
2304,2021/04/07,1,11.541
2305,2021/04/07,2,8.2581
2306,2021/04/07,3,3.7524
2307,2021/04/07,4,7.2485
2308,2021/04/07,5,-6.7665
2309,2021/04/07,6,-20.946
2310,2021/04/07,7,-15.434
2311,2021/04/07,8,-19.9328
2312,2021/04/07,9,-6.4997
2313,2021/04/07,10,-25.6629
2314,2021/04/07,11,-16.2777
2315,2021/04/07,12,4.8771
2316,2021/04/07,13,15.6845
2317,2021/04/07,14,8.7181
2318,2021/04/07,15,10.5469
2319,2021/04/07,16,11.6187
2320,2021/04/07,17,10.1869
2321,2021/04/07,18,12.1961
2322,2021/04/07,19,9.3959
2323,2021/04/07,20,2.9636
2324,2021/04/07,21,6.0352
2325,2021/04/07,22,6.9669
2326,2021/04/07,23,3.5708
2327,2021/04/07,24,12.8547
2328,2021/04/08,1,10.4843
2329,2021/04/08,2,38.6925
2330,2021/04/08,3,34.6218
2331,2021/04/08,4,17.2243
2332,2021/04/08,5,4.0537
2333,2021/04/08,6,14.6493
2334,2021/04/08,7,13.7349
2335,2021/04/08,8,16.1918
2336,2021/04/08,9,0.0042
2337,2021/04/08,10,0.2264
2338,2021/04/08,11,4.0061
2339,2021/04/08,12,9.4589
2340,2021/04/08,13,12.6667
2341,2021/04/08,14,17.2545
2342,2021/04/08,15,37.0335
2343,2021/04/08,16,19.0597
2344,2021/04/08,17,17.1419
2345,2021/04/08,18,19.1304
2346,2021/04/08,19,18.9624
2347,2021/04/08,20,17.855
2348,2021/04/08,21,16.693
2349,2021/04/08,22,15.2563
2350,2021/04/08,23,17.8725
2351,2021/04/08,24,18.7981
2352,2021/04/09,1,22.7382
2353,2021/04/09,2,24.2404
2354,2021/04/09,3,20.9131
2355,2021/04/09,4,16.0789
2356,2021/04/09,5,12.9947
2357,2021/04/09,6,8.6493
2358,2021/04/09,7,1.7092
2359,2021/04/09,8,0.9656
2360,2021/04/09,9,-1.1663
2361,2021/04/09,10,6.5916
2362,2021/04/09,11,16.1488
2363,2021/04/09,12,19.0296
2364,2021/04/09,13,21.1361
2365,2021/04/09,14,19.5051
2366,2021/04/09,15,18.3104
2367,2021/04/09,16,15.8946
2368,2021/04/09,17,26.6786
2369,2021/04/09,18,60.7511
2370,2021/04/09,19,28.2494
2371,2021/04/09,20,27.4438
2372,2021/04/09,21,15.5245
2373,2021/04/09,22,1.582
2374,2021/04/09,23,-31.8946
2375,2021/04/09,24,-32.2007
2376,2021/04/10,1,-33.2888
2377,2021/04/10,2,-20.8371
2378,2021/04/10,3,-1.3851
2379,2021/04/10,4,-4.1184
2380,2021/04/10,5,1.1354
2381,2021/04/10,6,4.1998
2382,2021/04/10,7,8.8681
2383,2021/04/10,8,10.1526
2384,2021/04/10,9,30.1851
2385,2021/04/10,10,23.1029
2386,2021/04/10,11,42.1802
2387,2021/04/10,12,-2.9335
2388,2021/04/10,13,2.1894
2389,2021/04/10,14,153.1388
2390,2021/04/10,15,19.1123
2391,2021/04/10,16,17.6961
2392,2021/04/10,17,15.5848
2393,2021/04/10,18,15.9441
2394,2021/04/10,19,15.8859
2395,2021/04/10,20,15.8677
2396,2021/04/10,21,20.9418
2397,2021/04/10,22,22.0214
2398,2021/04/10,23,25.2232
2399,2021/04/10,24,29.5242
2400,2021/04/11,1,145.2712
2401,2021/04/11,2,28.8476
2402,2021/04/11,3,22.5191
2403,2021/04/11,4,18.8292
2404,2021/04/11,5,12.4019
2405,2021/04/11,6,8.7855
2406,2021/04/11,7,4.871
2407,2021/04/11,8,-0.3188
2408,2021/04/11,9,8.1035
2409,2021/04/11,10,1.3081
2410,2021/04/11,11,-12.7458
2411,2021/04/11,12,2.6896
2412,2021/04/11,13,2.4076
2413,2021/04/11,14,10.2751
2414,2021/04/11,15,17.5807
2415,2021/04/11,16,9.8058
2416,2021/04/11,17,18.1353
2417,2021/04/11,18,19.523
2418,2021/04/11,19,23.5447
2419,2021/04/11,20,18.1751
2420,2021/04/11,21,30.4574
2421,2021/04/11,22,38.3676
2422,2021/04/11,23,33.2264
2423,2021/04/11,24,30.6231
2424,2021/04/12,1,24.7642
2425,2021/04/12,2,69.0737
2426,2021/04/12,3,13.5995
2427,2021/04/12,4,2.5044
2428,2021/04/12,5,15.4124
2429,2021/04/12,6,-10.0914
2430,2021/04/12,7,-13.9043
2431,2021/04/12,8,-17.9807
2432,2021/04/12,9,-27.0487
2433,2021/04/12,10,-22.844
2434,2021/04/12,11,-8.9981
2435,2021/04/12,12,-0.0012
2436,2021/04/12,13,3.5082
2437,2021/04/12,14,11.3336
2438,2021/04/12,15,-2.4339
2439,2021/04/12,16,1.2853
2440,2021/04/12,17,3.5002
2441,2021/04/12,18,21.1902
2442,2021/04/12,19,20.6034
2443,2021/04/12,20,20.0741
2444,2021/04/12,21,18.1685
2445,2021/04/12,22,20.3348
2446,2021/04/12,23,17.2136
2447,2021/04/12,24,11.2569
2448,2021/04/13,1,19.5507
2449,2021/04/13,2,18.7666
2450,2021/04/13,3,16.9732
2451,2021/04/13,4,15.8485
2452,2021/04/13,5,8.0221
2453,2021/04/13,6,14.2146
2454,2021/04/13,7,16.4851
2455,2021/04/13,8,9.6495
2456,2021/04/13,9,12.6308
2457,2021/04/13,10,10.4125
2458,2021/04/13,11,11.5964
2459,2021/04/13,12,9.6898
2460,2021/04/13,13,10.7738
2461,2021/04/13,14,11.7857
2462,2021/04/13,15,2.4798
2463,2021/04/13,16,4.6278
2464,2021/04/13,17,24.5235
2465,2021/04/13,18,66.2195
2466,2021/04/13,19,24.1336
2467,2021/04/13,20,26.9775
2468,2021/04/13,21,23.0058
2469,2021/04/13,22,18.6392
2470,2021/04/13,23,19.1629
2471,2021/04/13,24,17.0959
2472,2021/04/14,1,18.3013
2473,2021/04/14,2,20.7114
2474,2021/04/14,3,20.4631
2475,2021/04/14,4,18.6342
2476,2021/04/14,5,17.1138
2477,2021/04/14,6,17.3878
2478,2021/04/14,7,17.2774
2479,2021/04/14,8,16.9585
2480,2021/04/14,9,10.9483
2481,2021/04/14,10,16.6252
2482,2021/04/14,11,17.7401
2483,2021/04/14,12,15.8668
2484,2021/04/14,13,17.1509
2485,2021/04/14,14,22.2795
2486,2021/04/14,15,23.5816
2487,2021/04/14,16,20.2416
2488,2021/04/14,17,19.4734
2489,2021/04/14,18,20.5958
2490,2021/04/14,19,26.9622
2491,2021/04/14,20,22.1299
2492,2021/04/14,21,21.1594
2493,2021/04/14,22,19.9327
2494,2021/04/14,23,26.6202
2495,2021/04/14,24,27.0515
2496,2021/04/15,1,21.9283
2497,2021/04/15,2,23.2856
2498,2021/04/15,3,25.5612
2499,2021/04/15,4,33.3285
2500,2021/04/15,5,22.5363
2501,2021/04/15,6,18.4846
2502,2021/04/15,7,18.5704
2503,2021/04/15,8,19.4735
2504,2021/04/15,9,18.4449
2505,2021/04/15,10,18.7791
2506,2021/04/15,11,28.6312
2507,2021/04/15,12,24.4654
2508,2021/04/15,13,55.0745
2509,2021/04/15,14,37.3785
2510,2021/04/15,15,22.4905
2511,2021/04/15,16,24.8128
2512,2021/04/15,17,27.8951
2513,2021/04/15,18,30.8042
2514,2021/04/15,19,86.0201
2515,2021/04/15,20,27.8822
2516,2021/04/15,21,26.9406
2517,2021/04/15,22,30.5651
2518,2021/04/15,23,30.6925
2519,2021/04/15,24,28.5791
2520,2021/04/16,1,31.6344
2521,2021/04/16,2,35.2594
2522,2021/04/16,3,45.9064
2523,2021/04/16,4,45.519
2524,2021/04/16,5,43.8669
2525,2021/04/16,6,130.7418
2526,2021/04/16,7,70.9912
2527,2021/04/16,8,32.7087
2528,2021/04/16,9,31.6095
2529,2021/04/16,10,49.3248
2530,2021/04/16,11,25.7377
2531,2021/04/16,12,246.2921
2532,2021/04/16,13,177.1458
2533,2021/04/16,14,37.9615
2534,2021/04/16,15,31.0959
2535,2021/04/16,16,50.3781
2536,2021/04/16,17,26.4868
2537,2021/04/16,18,20.9951
2538,2021/04/16,19,20.9667
2539,2021/04/16,20,16.2303
2540,2021/04/16,21,4.2894
2541,2021/04/16,22,5.6492
2542,2021/04/16,23,3.0864
2543,2021/04/16,24,4.7627
2544,2021/04/17,1,31.382
2545,2021/04/17,2,48.1761
2546,2021/04/17,3,17.5775
2547,2021/04/17,4,21.0161
2548,2021/04/17,5,8.0448
2549,2021/04/17,6,11.5018
2550,2021/04/17,7,5.6339
2551,2021/04/17,8,-2.1598
2552,2021/04/17,9,0.1027
2553,2021/04/17,10,-1.0677
2554,2021/04/17,11,9.8641
2555,2021/04/17,12,20.7275
2556,2021/04/17,13,57.8315
2557,2021/04/17,14,106.7217
2558,2021/04/17,15,8.5487
2559,2021/04/17,16,15.5359
2560,2021/04/17,17,19.2384
2561,2021/04/17,18,19.5099
2562,2021/04/17,19,20.3347
2563,2021/04/17,20,20.1554
2564,2021/04/17,21,19.1867
2565,2021/04/17,22,20.6352
2566,2021/04/17,23,25.8232
2567,2021/04/17,24,28.69
2568,2021/04/18,1,83.6779
2569,2021/04/18,2,69.1875
2570,2021/04/18,3,30.9803
2571,2021/04/18,4,82.6445
2572,2021/04/18,5,27.4671
2573,2021/04/18,6,33.5973
2574,2021/04/18,7,27.6082
2575,2021/04/18,8,25.7336
2576,2021/04/18,9,22.973
2577,2021/04/18,10,20.8797
2578,2021/04/18,11,21.1456
2579,2021/04/18,12,19.7529
2580,2021/04/18,13,20.5417
2581,2021/04/18,14,136.9839
2582,2021/04/18,15,38.2672
2583,2021/04/18,16,24.0402
2584,2021/04/18,17,24.7597
2585,2021/04/18,18,17.2597
2586,2021/04/18,19,19.8654
2587,2021/04/18,20,18.8916
2588,2021/04/18,21,21.6187
2589,2021/04/18,22,22.5089
2590,2021/04/18,23,24.5363
2591,2021/04/18,24,26.988
2592,2021/04/19,1,36.9916
2593,2021/04/19,2,52.3514
2594,2021/04/19,3,41.5373
2595,2021/04/19,4,35.5082
2596,2021/04/19,5,27.6214
2597,2021/04/19,6,14.3122
2598,2021/04/19,7,5.5127
2599,2021/04/19,8,-0.4884
2600,2021/04/19,9,-6.1515
2601,2021/04/19,10,-4.2805
2602,2021/04/19,11,14.6049
2603,2021/04/19,12,30.0772
2604,2021/04/19,13,23.5967
2605,2021/04/19,14,54.4839
2606,2021/04/19,15,230.098
2607,2021/04/19,16,25.3259
2608,2021/04/19,17,24.6484
2609,2021/04/19,18,27.1738
2610,2021/04/19,19,26.1837
2611,2021/04/19,20,24.1629
2612,2021/04/19,21,24.7049
2613,2021/04/19,22,21.8194
2614,2021/04/19,23,39.7065
2615,2021/04/19,24,9.7742
2616,2021/04/20,1,28.0856
2617,2021/04/20,2,6.2454
2618,2021/04/20,3,8.5369
2619,2021/04/20,4,-0.439
2620,2021/04/20,5,-3.231
2621,2021/04/20,6,-11.0477
2622,2021/04/20,7,-8.6773
2623,2021/04/20,8,-3.1827
2624,2021/04/20,9,-5.7649
2625,2021/04/20,10,-5.5718
2626,2021/04/20,11,-0.0742
2627,2021/04/20,12,31.5779
2628,2021/04/20,13,24.549
2629,2021/04/20,14,17.2648
2630,2021/04/20,15,12.7508
2631,2021/04/20,16,15.4338
2632,2021/04/20,17,6.0937
2633,2021/04/20,18,7.2523
2634,2021/04/20,19,14.6288
2635,2021/04/20,20,21.5917
2636,2021/04/20,21,17.0886
2637,2021/04/20,22,9.5125
2638,2021/04/20,23,14.2078
2639,2021/04/20,24,10.6398
2640,2021/04/21,1,23.1965
2641,2021/04/21,2,151.9158
2642,2021/04/21,3,34.4336
2643,2021/04/21,4,37.2213
2644,2021/04/21,5,55.2339
2645,2021/04/21,6,29.2278
2646,2021/04/21,7,24.6
2647,2021/04/21,8,23.71
2648,2021/04/21,9,24.4353
2649,2021/04/21,10,25.9995
2650,2021/04/21,11,37.491
2651,2021/04/21,12,24.9423
2652,2021/04/21,13,38.0973
2653,2021/04/21,14,33.3841
2654,2021/04/21,15,30.0369
2655,2021/04/21,16,29.3012
2656,2021/04/21,17,32.9084
2657,2021/04/21,18,28.845
2658,2021/04/21,19,29.0683
2659,2021/04/21,20,27.8244
2660,2021/04/21,21,28.2021
2661,2021/04/21,22,29.8397
2662,2021/04/21,23,27.7655
2663,2021/04/21,24,28.0522
2664,2021/04/22,1,26.0751
2665,2021/04/22,2,27.9306
2666,2021/04/22,3,32.8864
2667,2021/04/22,4,136.0172
2668,2021/04/22,5,19.6565
2669,2021/04/22,6,20.538
2670,2021/04/22,7,14.3735
2671,2021/04/22,8,7.2387
2672,2021/04/22,9,14.1597
2673,2021/04/22,10,20.4897
2674,2021/04/22,11,49.9804
2675,2021/04/22,12,24.0663
2676,2021/04/22,13,23.3902
2677,2021/04/22,14,23.7311
2678,2021/04/22,15,19.1259
2679,2021/04/22,16,19.6949
2680,2021/04/22,17,16.3171
2681,2021/04/22,18,18.2851
2682,2021/04/22,19,19.6779
2683,2021/04/22,20,16.9741
2684,2021/04/22,21,20.0411
2685,2021/04/22,22,16.1353
2686,2021/04/22,23,13.6255
2687,2021/04/22,24,16.7668
2688,2021/04/23,1,13.732
2689,2021/04/23,2,22.4388
2690,2021/04/23,3,25.1514
2691,2021/04/23,4,31.8893
2692,2021/04/23,5,11.2513
2693,2021/04/23,6,-2.1767
2694,2021/04/23,7,-7.8276
2695,2021/04/23,8,7.171
2696,2021/04/23,9,20.1805
2697,2021/04/23,10,23.6362
2698,2021/04/23,11,20.5896
2699,2021/04/23,12,33.6035
2700,2021/04/23,13,47.8756
2701,2021/04/23,14,50.9092
2702,2021/04/23,15,26.584
2703,2021/04/23,16,26.9177
2704,2021/04/23,17,29.9815
2705,2021/04/23,18,65.1431
2706,2021/04/23,19,29.9154
2707,2021/04/23,20,47.18
2708,2021/04/23,21,108.885
2709,2021/04/23,22,28.404
2710,2021/04/23,23,21.0872
2711,2021/04/23,24,23.0355
2712,2021/04/24,1,21.0971
2713,2021/04/24,2,22.6589
2714,2021/04/24,3,22.8382
2715,2021/04/24,4,18.3457
2716,2021/04/24,5,11.6479
2717,2021/04/24,6,10.8314
2718,2021/04/24,7,9.9494
2719,2021/04/24,8,1.7844
2720,2021/04/24,9,-3.6738
2721,2021/04/24,10,-5.6956
2722,2021/04/24,11,-7.6241
2723,2021/04/24,12,-8.9051
2724,2021/04/24,13,11.5531
2725,2021/04/24,14,13.3388
2726,2021/04/24,15,14.7201
2727,2021/04/24,16,19.6866
2728,2021/04/24,17,23.4027
2729,2021/04/24,18,25.4099
2730,2021/04/24,19,32.203
2731,2021/04/24,20,33.8166
2732,2021/04/24,21,34.3991
2733,2021/04/24,22,34.9114
2734,2021/04/24,23,34.4694
2735,2021/04/24,24,37.071
2736,2021/04/25,1,26.0334
2737,2021/04/25,2,21.961
2738,2021/04/25,3,15.9184
2739,2021/04/25,4,12.0054
2740,2021/04/25,5,6.7873
2741,2021/04/25,6,-12.7312
2742,2021/04/25,7,-29.9035
2743,2021/04/25,8,-33.397
2744,2021/04/25,9,-34.6253
2745,2021/04/25,10,-33.4984
2746,2021/04/25,11,-32.7535
2747,2021/04/25,12,-31.842
2748,2021/04/25,13,-32.5244
2749,2021/04/25,14,-30.8946
2750,2021/04/25,15,-33.5528
2751,2021/04/25,16,-34.4922
2752,2021/04/25,17,-32.1375
2753,2021/04/25,18,-33.5672
2754,2021/04/25,19,-26.3275
2755,2021/04/25,20,-20.2977
2756,2021/04/25,21,-17.1364
2757,2021/04/25,22,-13.5158
2758,2021/04/25,23,-6.0294
2759,2021/04/25,24,3.6691
2760,2021/04/26,1,3.4575
2761,2021/04/26,2,-0.0558
2762,2021/04/26,3,-10.4489
2763,2021/04/26,4,-17.5626
2764,2021/04/26,5,-26.9606
2765,2021/04/26,6,-31.3017
2766,2021/04/26,7,-32.7633
2767,2021/04/26,8,-33.3748
2768,2021/04/26,9,-32.4081
2769,2021/04/26,10,-33.294
2770,2021/04/26,11,-30.4735
2771,2021/04/26,12,-23.2728
2772,2021/04/26,13,-20.3127
2773,2021/04/26,14,-5.5681
2774,2021/04/26,15,1.2389
2775,2021/04/26,16,8.3602
2776,2021/04/26,17,13.6528
2777,2021/04/26,18,18.7672
2778,2021/04/26,19,-2.2523
2779,2021/04/26,20,-6.7933
2780,2021/04/26,21,-4.654
2781,2021/04/26,22,-3.2036
2782,2021/04/26,23,-5.2964
2783,2021/04/26,24,-7.3222
2784,2021/04/27,1,-9.7574
2785,2021/04/27,2,-1.1216
2786,2021/04/27,3,-3.9891
2787,2021/04/27,4,-14.2741
2788,2021/04/27,5,-25.7019
2789,2021/04/27,6,-26.4403
2790,2021/04/27,7,-33.5514
2791,2021/04/27,8,-33.6137
2792,2021/04/27,9,-28.0044
2793,2021/04/27,10,-29.4008
2794,2021/04/27,11,-10.5629
2795,2021/04/27,12,7.1003
2796,2021/04/27,13,3.6348
2797,2021/04/27,14,63.5398
2798,2021/04/27,15,36.1341
2799,2021/04/27,16,20.5358
2800,2021/04/27,17,23.9989
2801,2021/04/27,18,420.5364
2802,2021/04/27,19,19.7555
2803,2021/04/27,20,18.2381
2804,2021/04/27,21,22.3199
2805,2021/04/27,22,264.8675
2806,2021/04/27,23,25.0458
2807,2021/04/27,24,23.1762
2808,2021/04/28,1,21.8454
2809,2021/04/28,2,23.6631
2810,2021/04/28,3,52.323
2811,2021/04/28,4,16.1373
2812,2021/04/28,5,15.5962
2813,2021/04/28,6,19.1823
2814,2021/04/28,7,19.7066
2815,2021/04/28,8,38.4825
2816,2021/04/28,9,37.3393
2817,2021/04/28,10,23.8605
2818,2021/04/28,11,19.4934
2819,2021/04/28,12,14.3764
2820,2021/04/28,13,14.1509
2821,2021/04/28,14,21.0791
2822,2021/04/28,15,21.2129
2823,2021/04/28,16,23.0089
2824,2021/04/28,17,22.2802
2825,2021/04/28,18,19.5136
2826,2021/04/28,19,17.4126
2827,2021/04/28,20,14.336
2828,2021/04/28,21,14.6071
2829,2021/04/28,22,13.0091
2830,2021/04/28,23,13.1298
2831,2021/04/28,24,19.3571
2832,2021/04/29,1,8.3234
2833,2021/04/29,2,10.2101
2834,2021/04/29,3,15.975
2835,2021/04/29,4,13.8326
2836,2021/04/29,5,13.0557
2837,2021/04/29,6,13.3624
2838,2021/04/29,7,6.4161
2839,2021/04/29,8,8.3621
2840,2021/04/29,9,-1.9949
2841,2021/04/29,10,12.5463
2842,2021/04/29,11,16.0169
2843,2021/04/29,12,17.8312
2844,2021/04/29,13,19.6782
2845,2021/04/29,14,455.3606
2846,2021/04/29,15,60.4705
2847,2021/04/29,16,2.9542
2848,2021/04/29,17,2.5976
2849,2021/04/29,18,11.367
2850,2021/04/29,19,13.7175
2851,2021/04/29,20,15.6229
2852,2021/04/29,21,20.6873
2853,2021/04/29,22,49.8683
2854,2021/04/29,23,25.0645
2855,2021/04/29,24,41.2447
2856,2021/04/30,1,37.3111
2857,2021/04/30,2,49.9218
2858,2021/04/30,3,27.1661
2859,2021/04/30,4,22.7014
2860,2021/04/30,5,21.5856
2861,2021/04/30,6,21.8137
2862,2021/04/30,7,27.4557
2863,2021/04/30,8,24.8458
2864,2021/04/30,9,27.5727
2865,2021/04/30,10,36.6714
2866,2021/04/30,11,28.7121
2867,2021/04/30,12,24.1875
2868,2021/04/30,13,27.7826
2869,2021/04/30,14,28.7774
2870,2021/04/30,15,32.5827
2871,2021/04/30,16,33.6626
2872,2021/04/30,17,32.4248
2873,2021/04/30,18,33.8359
2874,2021/04/30,19,34.1251
2875,2021/04/30,20,38.636
2876,2021/04/30,21,39.4356
2877,2021/04/30,22,45.562
2878,2021/04/30,23,45.113
2879,2021/04/30,24,39.9779
2880,2021/05/01,1,36.4143
2881,2021/05/01,2,34.203
2882,2021/05/01,3,23.1624
2883,2021/05/01,4,24.0211
2884,2021/05/01,5,10.4919
2885,2021/05/01,6,-16.0983
2886,2021/05/01,7,-9.199
2887,2021/05/01,8,-17.7195
2888,2021/05/01,9,-7.938
2889,2021/05/01,10,-5.4391
2890,2021/05/01,11,10.0576
2891,2021/05/01,12,-24.898
2892,2021/05/01,13,-9.9418
2893,2021/05/01,14,17.6514
2894,2021/05/01,15,21.1965
2895,2021/05/01,16,19.8677
2896,2021/05/01,17,21.0445
2897,2021/05/01,18,19.6248
2898,2021/05/01,19,18.6187
2899,2021/05/01,20,18.0439
2900,2021/05/01,21,19.1053
2901,2021/05/01,22,18.2218
2902,2021/05/01,23,18.0661
2903,2021/05/01,24,17.6872
2904,2021/05/02,1,17.2863
2905,2021/05/02,2,20.4537
2906,2021/05/02,3,7.1034
2907,2021/05/02,4,-0.4758
2908,2021/05/02,5,-4.8229
2909,2021/05/02,6,-13.7111
2910,2021/05/02,7,-28.4085
2911,2021/05/02,8,-25.9561
2912,2021/05/02,9,-7.4005
2913,2021/05/02,10,1.5898
2914,2021/05/02,11,13.8255
2915,2021/05/02,12,12.592
2916,2021/05/02,13,15.1796
2917,2021/05/02,14,15.4533
2918,2021/05/02,15,14.4109
2919,2021/05/02,16,16.1344
2920,2021/05/02,17,16.5189
2921,2021/05/02,18,19.1712
2922,2021/05/02,19,24.5867
2923,2021/05/02,20,28.9297
2924,2021/05/02,21,19.1347
2925,2021/05/02,22,17.9107
2926,2021/05/02,23,18.0082
2927,2021/05/02,24,17.1577
2928,2021/05/03,1,23.459
2929,2021/05/03,2,17.7413
2930,2021/05/03,3,12.6397
2931,2021/05/03,4,10.5853
2932,2021/05/03,5,13.1109
2933,2021/05/03,6,19.4272
2934,2021/05/03,7,6.1816
2935,2021/05/03,8,4.5454
2936,2021/05/03,9,11.7013
2937,2021/05/03,10,6.3534
2938,2021/05/03,11,12.3084
2939,2021/05/03,12,6.7367
2940,2021/05/03,13,14.2221
2941,2021/05/03,14,9.3336
2942,2021/05/03,15,-1.6164
2943,2021/05/03,16,7.0493
2944,2021/05/03,17,1.7049
2945,2021/05/03,18,2.5137
2946,2021/05/03,19,-8.6909
2947,2021/05/03,20,-19.3743
2948,2021/05/03,21,-17.6719
2949,2021/05/03,22,-9.955
2950,2021/05/03,23,-3.7607
2951,2021/05/03,24,-0.1473
2952,2021/05/04,1,-22.8736
2953,2021/05/04,2,-18.3364
2954,2021/05/04,3,-0.5454
2955,2021/05/04,4,-12.8214
2956,2021/05/04,5,-16.3419
2957,2021/05/04,6,-28.0295
2958,2021/05/04,7,-14.8568
2959,2021/05/04,8,-21.4719
2960,2021/05/04,9,-27.8659
2961,2021/05/04,10,-13.2018
2962,2021/05/04,11,-2.1887
2963,2021/05/04,12,6.6548
2964,2021/05/04,13,22.0421
2965,2021/05/04,14,17.2343
2966,2021/05/04,15,8.46
2967,2021/05/04,16,17.6104
2968,2021/05/04,17,14.6712
2969,2021/05/04,18,17.0021
2970,2021/05/04,19,19.6285
2971,2021/05/04,20,25.9109
2972,2021/05/04,21,25.0987
2973,2021/05/04,22,24.598
2974,2021/05/04,23,25.5463
2975,2021/05/04,24,28.5307
2976,2021/05/05,1,166.6658
2977,2021/05/05,2,118.3809
2978,2021/05/05,3,28.7473
2979,2021/05/05,4,23.6638
2980,2021/05/05,5,17.7041
2981,2021/05/05,6,17.1036
2982,2021/05/05,7,17.0228
2983,2021/05/05,8,16.3107
2984,2021/05/05,9,16.4443
2985,2021/05/05,10,16.7997
2986,2021/05/05,11,17.9211
2987,2021/05/05,12,21.0518
2988,2021/05/05,13,23.2858
2989,2021/05/05,14,26.6676
2990,2021/05/05,15,28.424
2991,2021/05/05,16,24.7012
2992,2021/05/05,17,21.6995
2993,2021/05/05,18,27.3612
2994,2021/05/05,19,24.5515
2995,2021/05/05,20,26.6674
2996,2021/05/05,21,49.3091
2997,2021/05/05,22,46.1275
2998,2021/05/05,23,31.4993
2999,2021/05/05,24,28.1425
3000,2021/05/06,1,23.5794
3001,2021/05/06,2,13.5485
3002,2021/05/06,3,14.9083
3003,2021/05/06,4,17.8432
3004,2021/05/06,5,8.8028
3005,2021/05/06,6,13.3134
3006,2021/05/06,7,11.8799
3007,2021/05/06,8,4.7917
3008,2021/05/06,9,11.5143
3009,2021/05/06,10,2.2089
3010,2021/05/06,11,9.3704
3011,2021/05/06,12,15.3543
3012,2021/05/06,13,19.809
3013,2021/05/06,14,19.617
3014,2021/05/06,15,19.8994
3015,2021/05/06,16,20.3864
3016,2021/05/06,17,20.5725
3017,2021/05/06,18,20.3944
3018,2021/05/06,19,25.4634
3019,2021/05/06,20,33.1478
3020,2021/05/06,21,39.3617
3021,2021/05/06,22,75.8446
3022,2021/05/06,23,119.7785
3023,2021/05/06,24,105.214
3024,2021/05/07,1,50.9481
3025,2021/05/07,2,24.5968
3026,2021/05/07,3,19.3127
3027,2021/05/07,4,12.4789
3028,2021/05/07,5,2.7375
3029,2021/05/07,6,13.9585
3030,2021/05/07,7,4.23
3031,2021/05/07,8,-4.92
3032,2021/05/07,9,-6.8158
3033,2021/05/07,10,-18.6648
3034,2021/05/07,11,-0.5269
3035,2021/05/07,12,6.8349
3036,2021/05/07,13,11.5694
3037,2021/05/07,14,22.0983
3038,2021/05/07,15,14.9401
3039,2021/05/07,16,15.2987
3040,2021/05/07,17,15.9357
3041,2021/05/07,18,16.1708
3042,2021/05/07,19,14.8608
3043,2021/05/07,20,26.707
3044,2021/05/07,21,34.6173
3045,2021/05/07,22,28.8145
3046,2021/05/07,23,26.7567
3047,2021/05/07,24,43.8865
3048,2021/05/08,1,19.9213
3049,2021/05/08,2,20.5827
3050,2021/05/08,3,44.2295
3051,2021/05/08,4,6.221
3052,2021/05/08,5,-0.2675
3053,2021/05/08,6,9.2911
3054,2021/05/08,7,-3.0803
3055,2021/05/08,8,-4.5949
3056,2021/05/08,9,-10.3711
3057,2021/05/08,10,-11.725
3058,2021/05/08,11,-5.7201
3059,2021/05/08,12,-13.7204
3060,2021/05/08,13,0.6001
3061,2021/05/08,14,60.9679
3062,2021/05/08,15,18.3759
3063,2021/05/08,16,5.1115
3064,2021/05/08,17,18.5122
3065,2021/05/08,18,29.1783
3066,2021/05/08,19,74.7279
3067,2021/05/08,20,80.1955
3068,2021/05/08,21,92.1995
3069,2021/05/08,22,98.0334
3070,2021/05/08,23,50.9089
3071,2021/05/08,24,31.3436
3072,2021/05/09,1,25.1644
3073,2021/05/09,2,40.0296
3074,2021/05/09,3,43.831
3075,2021/05/09,4,44.538
3076,2021/05/09,5,12.9797
3077,2021/05/09,6,2.7247
3078,2021/05/09,7,7.277
3079,2021/05/09,8,8.7397
3080,2021/05/09,9,-4.4297
3081,2021/05/09,10,-16.7936
3082,2021/05/09,11,-25.6845
3083,2021/05/09,12,-30.9764
3084,2021/05/09,13,-31.0119
3085,2021/05/09,14,-22.0843
3086,2021/05/09,15,-5.8588
3087,2021/05/09,16,-5.9243
3088,2021/05/09,17,9.3988
3089,2021/05/09,18,21.9987
3090,2021/05/09,19,21.5764
3091,2021/05/09,20,18.9805
3092,2021/05/09,21,22.8251
3093,2021/05/09,22,20.738
3094,2021/05/09,23,15.6083
3095,2021/05/09,24,20.8165
3096,2021/05/10,1,17.4617
3097,2021/05/10,2,16.511
3098,2021/05/10,3,8.5313
3099,2021/05/10,4,6.9763
3100,2021/05/10,5,12.319
3101,2021/05/10,6,17.447
3102,2021/05/10,7,18.2232
3103,2021/05/10,8,18.1412
3104,2021/05/10,9,17.2868
3105,2021/05/10,10,19.2718
3106,2021/05/10,11,21.069
3107,2021/05/10,12,46.578
3108,2021/05/10,13,25.6584
3109,2021/05/10,14,23.4634
3110,2021/05/10,15,22.1754
3111,2021/05/10,16,21.7716
3112,2021/05/10,17,23.2802
3113,2021/05/10,18,21.6394
3114,2021/05/10,19,25.3219
3115,2021/05/10,20,26.334
3116,2021/05/10,21,34.5356
3117,2021/05/10,22,33.918
3118,2021/05/10,23,27.8213
