,,,,,4,,,,,,Settlement Point Price
1/1/2019 0:00,25,24.91714286,1/1/2019 0:00,24.91714286,0,1/1/2019 0:00,24.91714286,0,30,30.06009841,45.33072124
1/1/2019 1:00,21,20.985,1/1/2019 0:00,24.91714286,0,1/1/2019 0:00,24.91714286,1,29.33012702,30.08616587,13.08809759
1/1/2019 2:00,20,20.27571429,1/1/2019 0:00,24.91714286,0,1/1/2019 0:00,24.91714286,2,27.5,28.55261614,17.0307871
1/1/2019 3:00,20,20.08142857,1/1/2019 0:00,24.91714286,1,1/1/2019 6:00,23.38071429,3,25,25.58680883,9.611166265
1/1/2019 4:00,20,19.76214286,1/1/2019 0:00,24.91714286,1,1/1/2019 6:00,23.38071429,4,22.5,23.2813941,11.56405171
1/1/2019 5:00,22,21.855,1/1/2019 0:00,24.91714286,1,1/1/2019 6:00,23.38071429,5,20.66987298,22.52498009,3.195827221
1/1/2019 6:00,23,23.38071429,1/1/2019 0:00,24.91714286,1,1/1/2019 6:00,23.38071429,6,20,21.65152169,28.99091783
1/1/2019 7:00,25,25.05428571,1/1/2019 0:00,24.91714286,1,1/1/2019 6:00,23.38071429,7,20.66987298,21.24126448,15.92640539
1/1/2019 8:00,26,25.725,1/1/2019 0:00,24.91714286,1,1/1/2019 6:00,23.38071429,8,22.5,23.48271075,44.93770901
1/1/2019 9:00,26,25.615,1/1/2019 0:00,24.91714286,2,1/1/2019 12:00,25.615,9,25,26.72325569,18.11377892
1/1/2019 10:00,25,25.32571429,1/1/2019 0:00,24.91714286,2,1/1/2019 12:00,25.615,10,27.5,29.35504283,30.39194479
1/1/2019 11:00,25,25.03428571,1/1/2019 0:00,24.91714286,2,1/1/2019 12:00,25.615,11,29.33012702,31.23653574,10.80730275
1/1/2019 12:00,26,25.615,1/1/2019 12:00,25.615,2,1/1/2019 12:00,25.615,12,30,31.45075373,7.114136686
1/1/2019 13:00,24,24.37214286,1/1/2019 12:00,25.615,2,1/1/2019 12:00,25.615,13,29.33012702,30.43673561,12.93881117
1/1/2019 14:00,23,23.09285714,1/1/2019 12:00,25.615,2,1/1/2019 12:00,25.615,14,27.5,29.03811852,1.273123147
1/1/2019 15:00,23,23.10214286,1/1/2019 12:00,25.615,3,1/1/2019 18:00,32.32642857,15,25,26.75525989,33.24607982
1/1/2019 16:00,23,23.12285714,1/1/2019 12:00,25.615,3,1/1/2019 18:00,32.32642857,16,22.5,23.88606386,46.92799964
1/1/2019 17:00,24,24.14928571,1/1/2019 12:00,25.615,3,1/1/2019 18:00,32.32642857,17,20.66987298,21.27424948,5.030924311
1/1/2019 18:00,32,32.32642857,1/1/2019 12:00,25.615,3,1/1/2019 18:00,32.32642857,18,20,21.11560891,44.55840822
1/1/2019 19:00,37,36.94428571,1/1/2019 12:00,25.615,3,1/1/2019 18:00,32.32642857,19,20.66987298,21.51291817,27.08199573
1/1/2019 20:00,32,32.44928571,1/1/2019 12:00,25.615,3,1/1/2019 18:00,32.32642857,20,22.5,23.95331783,23.63205085
1/1/2019 21:00,30,30.38142857,1/1/2019 12:00,25.615,4,1/2/2019 0:00,27.72214286,21,25,25.4846823,27.44517146
1/1/2019 22:00,29,28.61357143,1/1/2019 12:00,25.615,4,1/2/2019 0:00,27.72214286,22,27.5,29.36359497,22.82492548
1/1/2019 23:00,26,26.49357143,1/1/2019 12:00,25.615,4,1/2/2019 0:00,27.72214286,23,29.33012702,29.55465515,26.8315227
1/2/2019 0:00,28,27.72214286,1/2/2019 0:00,27.72214286,0,1/2/2019 0:00,27.72214286,0,30,30.37666304,24.93404965
1/2/2019 1:00,25,24.86428571,1/2/2019 0:00,27.72214286,0,1/2/2019 0:00,27.72214286,1,29.33012702,30.73617365,2.595282097
1/2/2019 2:00,24,24.23142857,1/2/2019 0:00,27.72214286,0,1/2/2019 0:00,27.72214286,2,27.5,28.57802896,19.33235449
1/2/2019 3:00,24,24.255,1/2/2019 0:00,27.72214286,1,1/2/2019 6:00,30.26428571,3,25,25.89964249,28.39383782
1/2/2019 4:00,24,24.06785714,1/2/2019 0:00,27.72214286,1,1/2/2019 6:00,30.26428571,4,22.5,23.0008042,41.30951121
1/2/2019 5:00,27,26.55214286,1/2/2019 0:00,27.72214286,1,1/2/2019 6:00,30.26428571,5,20.66987298,22.45961651,14.73561622
1/2/2019 6:00,30,30.26428571,1/2/2019 0:00,27.72214286,1,1/2/2019 6:00,30.26428571,6,20,21.1901749,39.14417194
1/2/2019 7:00,41,41.05642857,1/2/2019 0:00,27.72214286,1,1/2/2019 6:00,30.26428571,7,20.66987298,21.89340313,44.16936127
1/2/2019 8:00,41,40.95642857,1/2/2019 0:00,27.72214286,1,1/2/2019 6:00,30.26428571,8,22.5,24.26220928,44.52917422
1/2/2019 9:00,38,37.64785714,1/2/2019 0:00,27.72214286,2,1/2/2019 12:00,37.85,9,25,25.25426235,13.470841
1/2/2019 10:00,41,40.86857143,1/2/2019 0:00,27.72214286,2,1/2/2019 12:00,37.85,10,27.5,28.1664386,34.60346319
1/2/2019 11:00,41,40.78785714,1/2/2019 0:00,27.72214286,2,1/2/2019 12:00,37.85,11,29.33012702,30.25862444,15.68697059
1/2/2019 12:00,38,37.85,1/2/2019 12:00,37.85,2,1/2/2019 12:00,37.85,12,30,31.55974484,44.52791087
1/2/2019 13:00,35,35.08714286,1/2/2019 12:00,37.85,2,1/2/2019 12:00,37.85,13,29.33012702,30.52800743,49.27378067
1/2/2019 14:00,35,35.35071429,1/2/2019 12:00,37.85,2,1/2/2019 12:00,37.85,14,27.5,28.32552902,48.15635893
1/2/2019 15:00,35,35.30071429,1/2/2019 12:00,37.85,3,1/2/2019 18:00,66.41642857,15,25,25.37885166,16.07983414
1/2/2019 16:00,35,35.27357143,1/2/2019 12:00,37.85,3,1/2/2019 18:00,66.41642857,16,22.5,22.81235795,42.7612807
1/2/2019 17:00,37,37.26785714,1/2/2019 12:00,37.85,3,1/2/2019 18:00,66.41642857,17,20.66987298,21.9597874,37.97993823
1/2/2019 18:00,66,66.41642857,1/2/2019 12:00,37.85,3,1/2/2019 18:00,66.41642857,18,20,20.59385356,25.65090006
1/2/2019 19:00,69,68.72428571,1/2/2019 12:00,37.85,3,1/2/2019 18:00,66.41642857,19,20.66987298,21.89232552,49.20415941
1/2/2019 20:00,43,43.04785714,1/2/2019 12:00,37.85,3,1/2/2019 18:00,66.41642857,20,22.5,23.47708285,3.672235807
1/2/2019 21:00,42,42.145,1/2/2019 12:00,37.85,4,1/3/2019 0:00,24.15428571,21,25,26.03104294,10.35057701
1/2/2019 22:00,37,37.03928571,1/2/2019 12:00,37.85,4,1/3/2019 0:00,24.15428571,22,27.5,28.83166812,4.184622035
1/2/2019 23:00,33,32.99285714,1/2/2019 12:00,37.85,4,1/3/2019 0:00,24.15428571,23,29.33012702,29.84533403,22.59003856
1/3/2019 0:00,24,24.15428571,1/3/2019 0:00,24.15428571,0,1/3/2019 0:00,24.15428571,0,30,31.07767438,1.139422949
1/3/2019 1:00,28,27.92714286,1/3/2019 0:00,24.15428571,0,1/3/2019 0:00,24.15428571,1,29.33012702,30.57965062,11.6253267
1/3/2019 2:00,25,25.4,1/3/2019 0:00,24.15428571,0,1/3/2019 0:00,24.15428571,2,27.5,29.06132161,31.46482823
1/3/2019 3:00,26,25.94428571,1/3/2019 0:00,24.15428571,1,1/3/2019 6:00,31.40642857,3,25,26.20088484,15.45288288
1/3/2019 4:00,25,25.47142857,1/3/2019 0:00,24.15428571,1,1/3/2019 6:00,31.40642857,4,22.5,23.84008508,11.4633971
1/3/2019 5:00,26,25.65214286,1/3/2019 0:00,24.15428571,1,1/3/2019 6:00,31.40642857,5,20.66987298,22.49963243,4.797844454
1/3/2019 6:00,31,31.40642857,1/3/2019 0:00,24.15428571,1,1/3/2019 6:00,31.40642857,6,20,20.5022809,48.44973875
1/3/2019 7:00,57,56.92857143,1/3/2019 0:00,24.15428571,1,1/3/2019 6:00,31.40642857,7,20.66987298,20.8937529,17.69425314
1/3/2019 8:00,42,42.07142857,1/3/2019 0:00,24.15428571,1,1/3/2019 6:00,31.40642857,8,22.5,23.92332233,36.42979804
1/3/2019 9:00,36,36.365,1/3/2019 0:00,24.15428571,2,1/3/2019 12:00,30.08714286,9,25,26.59318254,42.89258381
1/3/2019 10:00,36,36.23214286,1/3/2019 0:00,24.15428571,2,1/3/2019 12:00,30.08714286,10,27.5,27.67807661,24.53120836
1/3/2019 11:00,33,33.13642857,1/3/2019 0:00,24.15428571,2,1/3/2019 12:00,30.08714286,11,29.33012702,31.17962105,7.205661378
1/3/2019 12:00,30,30.08714286,1/3/2019 12:00,30.08714286,2,1/3/2019 12:00,30.08714286,12,30,31.05457664,42.91470158
1/3/2019 13:00,28,27.90071429,1/3/2019 12:00,30.08714286,2,1/3/2019 12:00,30.08714286,13,29.33012702,30.82022568,10.39668187
1/3/2019 14:00,27,26.61142857,1/3/2019 12:00,30.08714286,2,1/3/2019 12:00,30.08714286,14,27.5,29.37935217,46.57314809
1/3/2019 15:00,24,23.94428571,1/3/2019 12:00,30.08714286,3,1/3/2019 18:00,42.04642857,15,25,26.18546758,12.56497508
1/3/2019 16:00,25,24.63428571,1/3/2019 12:00,30.08714286,3,1/3/2019 18:00,42.04642857,16,22.5,23.87341719,39.74058421
1/3/2019 17:00,27,27.41,1/3/2019 12:00,30.08714286,3,1/3/2019 18:00,42.04642857,17,20.66987298,20.82442219,49.57018448
1/3/2019 18:00,42,42.04642857,1/3/2019 12:00,30.08714286,3,1/3/2019 18:00,42.04642857,18,20,20.97817139,20.36250096
1/3/2019 19:00,46,45.96642857,1/3/2019 12:00,30.08714286,3,1/3/2019 18:00,42.04642857,19,20.66987298,21.96676771,11.48177547
1/3/2019 20:00,36,35.98214286,1/3/2019 12:00,30.08714286,3,1/3/2019 18:00,42.04642857,20,22.5,22.78457492,43.19116688
1/3/2019 21:00,35,35.04,1/3/2019 12:00,30.08714286,4,1/4/2019 0:00,22.95785714,21,25,26.71472476,0.914069497
1/3/2019 22:00,32,31.57785714,1/3/2019 12:00,30.08714286,4,1/4/2019 0:00,22.95785714,22,27.5,29.37423293,43.86071867
1/3/2019 23:00,28,27.725,1/3/2019 12:00,30.08714286,4,1/4/2019 0:00,22.95785714,23,29.33012702,29.51866175,2.505599059
1/4/2019 0:00,23,22.95785714,1/4/2019 0:00,22.95785714,0,1/4/2019 0:00,22.95785714,0,30,30.63350135,38.61979113
1/4/2019 1:00,23,22.90642857,1/4/2019 0:00,22.95785714,0,1/4/2019 0:00,22.95785714,1,29.33012702,29.38452788,10.93957631
1/4/2019 2:00,23,22.85,1/4/2019 0:00,22.95785714,0,1/4/2019 0:00,22.95785714,2,27.5,29.45378959,2.801382714
1/4/2019 3:00,22,22.05285714,1/4/2019 0:00,22.95785714,1,1/4/2019 6:00,29.31714286,3,25,26.81435356,32.39477676
1/4/2019 4:00,23,22.78714286,1/4/2019 0:00,22.95785714,1,1/4/2019 6:00,29.31714286,4,22.5,24.25514937,11.35480374
1/4/2019 5:00,24,23.85214286,1/4/2019 0:00,22.95785714,1,1/4/2019 6:00,29.31714286,5,20.66987298,21.45839758,28.31908377
1/4/2019 6:00,29,29.31714286,1/4/2019 0:00,22.95785714,1,1/4/2019 6:00,29.31714286,6,20,21.37392479,40.75930824
1/4/2019 7:00,57,57.34142857,1/4/2019 0:00,22.95785714,1,1/4/2019 6:00,29.31714286,7,20.66987298,22.46235113,40.75084704
1/4/2019 8:00,48,48.08428571,1/4/2019 0:00,22.95785714,1,1/4/2019 6:00,29.31714286,8,22.5,22.52166095,24.72863645
1/4/2019 9:00,37,36.795,1/4/2019 0:00,22.95785714,2,1/4/2019 12:00,26.32214286,9,25,26.60630583,21.02634893
1/4/2019 10:00,32,32.44142857,1/4/2019 0:00,22.95785714,2,1/4/2019 12:00,26.32214286,10,27.5,28.71819296,5.14604201
1/4/2019 11:00,29,29.12285714,1/4/2019 0:00,22.95785714,2,1/4/2019 12:00,26.32214286,11,29.33012702,30.36136809,0.467013571
1/4/2019 12:00,26,26.32214286,1/4/2019 12:00,26.32214286,2,1/4/2019 12:00,26.32214286,12,30,31.23216176,36.34491035
1/4/2019 13:00,24,23.84571429,1/4/2019 12:00,26.32214286,2,1/4/2019 12:00,26.32214286,13,29.33012702,30.87085704,34.555957
1/4/2019 14:00,23,23.16857143,1/4/2019 12:00,26.32214286,2,1/4/2019 12:00,26.32214286,14,27.5,28.61438245,24.79277075
1/4/2019 15:00,22,21.94,1/4/2019 12:00,26.32214286,3,1/4/2019 18:00,35.77571429,15,25,25.5336944,25.7897811
1/4/2019 16:00,21,21.20928571,1/4/2019 12:00,26.32214286,3,1/4/2019 18:00,35.77571429,16,22.5,24.06441313,20.88531969
1/4/2019 17:00,23,23.15142857,1/4/2019 12:00,26.32214286,3,1/4/2019 18:00,35.77571429,17,20.66987298,21.11956442,29.72470272
1/4/2019 18:00,36,35.77571429,1/4/2019 12:00,26.32214286,3,1/4/2019 18:00,35.77571429,18,20,20.66498477,48.6465552
1/4/2019 19:00,33,33.16714286,1/4/2019 12:00,26.32214286,3,1/4/2019 18:00,35.77571429,19,20.66987298,22.20189288,45.63087085
1/4/2019 20:00,27,27.21285714,1/4/2019 12:00,26.32214286,3,1/4/2019 18:00,35.77571429,20,22.5,23.39782738,40.74114927
1/4/2019 21:00,27,27.15428571,1/4/2019 12:00,26.32214286,4,1/5/2019 0:00,17.53142857,21,25,25.93360768,47.05396924
1/4/2019 22:00,28,27.89428571,1/4/2019 12:00,26.32214286,4,1/5/2019 0:00,17.53142857,22,27.5,28.78215632,27.35552502
1/4/2019 23:00,25,24.70071429,1/4/2019 12:00,26.32214286,4,1/5/2019 0:00,17.53142857,23,29.33012702,29.48880248,8.345606336
1/5/2019 0:00,18,17.53142857,1/5/2019 0:00,17.53142857,0,1/5/2019 0:00,17.53142857,0,30,30.87988165,31.77187323
1/5/2019 1:00,22,21.59428571,1/5/2019 0:00,17.53142857,0,1/5/2019 0:00,17.53142857,1,29.33012702,30.41390803,16.93920421
1/5/2019 2:00,20,20.29857143,1/5/2019 0:00,17.53142857,0,1/5/2019 0:00,17.53142857,2,27.5,28.44838485,45.17549975
1/5/2019 3:00,20,20.12285714,1/5/2019 0:00,17.53142857,1,1/5/2019 6:00,23.24357143,3,25,25.06744608,32.76870549
1/5/2019 4:00,20,19.75285714,1/5/2019 0:00,17.53142857,1,1/5/2019 6:00,23.24357143,4,22.5,23.08299438,42.36464333
1/5/2019 5:00,21,21.08214286,1/5/2019 0:00,17.53142857,1,1/5/2019 6:00,23.24357143,5,20.66987298,22.32696226,41.72624095
1/5/2019 6:00,23,23.24357143,1/5/2019 0:00,17.53142857,1,1/5/2019 6:00,23.24357143,6,20,21.24337855,29.59757651
1/5/2019 7:00,27,26.65428571,1/5/2019 0:00,17.53142857,1,1/5/2019 6:00,23.24357143,7,20.66987298,22.36097893,8.205352647
1/5/2019 8:00,30,30.06142857,1/5/2019 0:00,17.53142857,1,1/5/2019 6:00,23.24357143,8,22.5,23.10846578,22.7751662
1/5/2019 9:00,31,31.49785714,1/5/2019 0:00,17.53142857,2,1/5/2019 12:00,23.18785714,9,25,26.50699758,38.00473244
1/5/2019 10:00,30,30.12,1/5/2019 0:00,17.53142857,2,1/5/2019 12:00,23.18785714,10,27.5,28.05525483,1.560453258
1/5/2019 11:00,25,24.95714286,1/5/2019 0:00,17.53142857,2,1/5/2019 12:00,23.18785714,11,29.33012702,29.52053424,31.95981441
1/5/2019 12:00,23,23.18785714,1/5/2019 12:00,23.18785714,2,1/5/2019 12:00,23.18785714,12,30,30.21574943,48.32959542
1/5/2019 13:00,23,22.985,1/5/2019 12:00,23.18785714,2,1/5/2019 12:00,23.18785714,13,29.33012702,29.98211009,41.17651099
1/5/2019 14:00,22,21.78142857,1/5/2019 12:00,23.18785714,2,1/5/2019 12:00,23.18785714,14,27.5,28.70732978,16.6524513
1/5/2019 15:00,20,20.40571429,1/5/2019 12:00,23.18785714,3,1/5/2019 18:00,24.31857143,15,25,26.00893613,6.85479795
1/5/2019 16:00,20,19.87714286,1/5/2019 12:00,23.18785714,3,1/5/2019 18:00,24.31857143,16,22.5,23.58992862,46.26694227
1/5/2019 17:00,20,19.76714286,1/5/2019 12:00,23.18785714,3,1/5/2019 18:00,24.31857143,17,20.66987298,22.39517353,12.73912182
1/5/2019 18:00,24,24.31857143,1/5/2019 12:00,23.18785714,3,1/5/2019 18:00,24.31857143,18,20,20.05040411,38.2237941
1/5/2019 19:00,22,22.04928571,1/5/2019 12:00,23.18785714,3,1/5/2019 18:00,24.31857143,19,20.66987298,21.34405147,5.567254279
1/5/2019 20:00,21,20.51428571,1/5/2019 12:00,23.18785714,3,1/5/2019 18:00,24.31857143,20,22.5,23.25510042,22.09203826
1/5/2019 21:00,20,19.92071429,1/5/2019 12:00,23.18785714,4,1/6/2019 0:00,16.16285714,21,25,26.76288989,8.494710402
1/5/2019 22:00,19,19.04714286,1/5/2019 12:00,23.18785714,4,1/6/2019 0:00,16.16285714,22,27.5,28.16166547,35.50629322
1/5/2019 23:00,20,19.69142857,1/5/2019 12:00,23.18785714,4,1/6/2019 0:00,16.16285714,23,29.33012702,29.95010139,35.01254752
1/6/2019 0:00,16,16.16285714,1/6/2019 0:00,16.16285714,0,1/6/2019 0:00,16.16285714,0,30,30.05963897,41.05649198
1/6/2019 1:00,17,17.17,1/6/2019 0:00,16.16285714,0,1/6/2019 0:00,16.16285714,1,29.33012702,30.1180041,3.41460717
1/6/2019 2:00,16,16.21857143,1/6/2019 0:00,16.16285714,0,1/6/2019 0:00,16.16285714,2,27.5,27.59164856,33.35656274
1/6/2019 3:00,16,16.395,1/6/2019 0:00,16.16285714,1,1/6/2019 6:00,18.87142857,3,25,25.58017454,37.77801147
1/6/2019 4:00,16,16.33928571,1/6/2019 0:00,16.16285714,1,1/6/2019 6:00,18.87142857,4,22.5,23.40521088,28.84043486
1/6/2019 5:00,18,18.02142857,1/6/2019 0:00,16.16285714,1,1/6/2019 6:00,18.87142857,5,20.66987298,20.89576137,16.4456768
1/6/2019 6:00,19,18.87142857,1/6/2019 0:00,16.16285714,1,1/6/2019 6:00,18.87142857,6,20,21.56762303,45.30894041
1/6/2019 7:00,18,18.04357143,1/6/2019 0:00,16.16285714,1,1/6/2019 6:00,18.87142857,7,20.66987298,22.24960894,2.221449711
1/6/2019 8:00,20,19.73,1/6/2019 0:00,16.16285714,1,1/6/2019 6:00,18.87142857,8,22.5,23.86492753,44.34242993
1/6/2019 9:00,22,22.23285714,1/6/2019 0:00,16.16285714,2,1/6/2019 12:00,18.46285714,9,25,26.20414203,9.596834874
1/6/2019 10:00,22,22.18142857,1/6/2019 0:00,16.16285714,2,1/6/2019 12:00,18.46285714,10,27.5,29.39879078,32.47659348
1/6/2019 11:00,20,19.83571429,1/6/2019 0:00,16.16285714,2,1/6/2019 12:00,18.46285714,11,29.33012702,30.76137729,19.78010691
1/6/2019 12:00,18,18.46285714,1/6/2019 12:00,18.46285714,2,1/6/2019 12:00,18.46285714,12,30,31.57931787,9.737503708
1/6/2019 13:00,18,17.57,1/6/2019 12:00,18.46285714,2,1/6/2019 12:00,18.46285714,13,29.33012702,30.75276021,40.26213301
1/6/2019 14:00,17,17.03928571,1/6/2019 12:00,18.46285714,2,1/6/2019 12:00,18.46285714,14,27.5,27.71888622,15.02062152
1/6/2019 15:00,17,16.50142857,1/6/2019 12:00,18.46285714,3,1/6/2019 18:00,21.76357143,15,25,25.23300324,27.85396306
1/6/2019 16:00,16,16.47357143,1/6/2019 12:00,18.46285714,3,1/6/2019 18:00,21.76357143,16,22.5,22.90700768,21.12523143
1/6/2019 17:00,17,17.04357143,1/6/2019 12:00,18.46285714,3,1/6/2019 18:00,21.76357143,17,20.66987298,22.06830019,1.475250422
1/6/2019 18:00,22,21.76357143,1/6/2019 12:00,18.46285714,3,1/6/2019 18:00,21.76357143,18,20,20.02127861,40.60567368
1/6/2019 19:00,22,21.52285714,1/6/2019 12:00,18.46285714,3,1/6/2019 18:00,21.76357143,19,20.66987298,21.95762424,13.54976239
1/6/2019 20:00,20,19.99428571,1/6/2019 12:00,18.46285714,3,1/6/2019 18:00,21.76357143,20,22.5,24.18786319,32.9880538
1/6/2019 21:00,18,18.31642857,1/6/2019 12:00,18.46285714,4,1/7/2019 0:00,18.89714286,21,25,25.30816746,17.34675408
1/6/2019 22:00,17,17.265,1/6/2019 12:00,18.46285714,4,1/7/2019 0:00,18.89714286,22,27.5,28.39818644,0.059264406
1/6/2019 23:00,17,16.59642857,1/6/2019 12:00,18.46285714,4,1/7/2019 0:00,18.89714286,23,29.33012702,30.49668172,47.52751952
1/7/2019 0:00,19,18.89714286,1/7/2019 0:00,18.89714286,0,1/7/2019 0:00,18.89714286,0,30,31.41041241,25.21878904
1/7/2019 1:00,13,12.57928571,1/7/2019 0:00,18.89714286,0,1/7/2019 0:00,18.89714286,1,29.33012702,30.01565505,11.6347296
1/7/2019 2:00,12,11.94642857,1/7/2019 0:00,18.89714286,0,1/7/2019 0:00,18.89714286,2,27.5,28.340872,40.08015496
1/7/2019 3:00,13,12.97928571,1/7/2019 0:00,18.89714286,1,1/7/2019 6:00,19.56928571,3,25,26.39794151,21.95556325
1/7/2019 4:00,13,12.95714286,1/7/2019 0:00,18.89714286,1,1/7/2019 6:00,19.56928571,4,22.5,23.32311802,6.472481934
1/7/2019 5:00,16,15.91,1/7/2019 0:00,18.89714286,1,1/7/2019 6:00,19.56928571,5,20.66987298,21.30553118,26.05184228
1/7/2019 6:00,20,19.56928571,1/7/2019 0:00,18.89714286,1,1/7/2019 6:00,19.56928571,6,20,20.16074046,32.94734811
1/7/2019 7:00,20,19.70214286,1/7/2019 0:00,18.89714286,1,1/7/2019 6:00,19.56928571,7,20.66987298,21.22159141,15.26957318
1/7/2019 8:00,22,22.20785714,1/7/2019 0:00,18.89714286,1,1/7/2019 6:00,19.56928571,8,22.5,23.71438277,38.51084781
1/7/2019 9:00,22,21.95,1/7/2019 0:00,18.89714286,2,1/7/2019 12:00,22.33928571,9,25,26.46876757,32.93230985
1/7/2019 10:00,22,22.33357143,1/7/2019 0:00,18.89714286,2,1/7/2019 12:00,22.33928571,10,27.5,27.77599434,3.075325342
1/7/2019 11:00,22,22.03214286,1/7/2019 0:00,18.89714286,2,1/7/2019 12:00,22.33928571,11,29.33012702,29.58700808,40.093644
1/7/2019 12:00,22,22.33928571,1/7/2019 12:00,22.33928571,2,1/7/2019 12:00,22.33928571,12,30,31.40351487,42.11951119
1/7/2019 13:00,23,22.89928571,1/7/2019 12:00,22.33928571,2,1/7/2019 12:00,22.33928571,13,29.33012702,30.57025747,27.96823223
1/7/2019 14:00,23,23.15,1/7/2019 12:00,22.33928571,2,1/7/2019 12:00,22.33928571,14,27.5,28.146168,43.88866676
1/7/2019 15:00,22,22.45357143,1/7/2019 12:00,22.33928571,3,1/7/2019 18:00,40.42642857,15,25,26.41562544,23.77527206
1/7/2019 16:00,22,22.47,1/7/2019 12:00,22.33928571,3,1/7/2019 18:00,40.42642857,16,22.5,24.00068362,4.752994188
1/7/2019 17:00,23,22.79071429,1/7/2019 12:00,22.33928571,3,1/7/2019 18:00,40.42642857,17,20.66987298,21.67055556,5.008463041
1/7/2019 18:00,40,40.42642857,1/7/2019 12:00,22.33928571,3,1/7/2019 18:00,40.42642857,18,20,20.53814163,49.71992518
1/7/2019 19:00,32,31.59714286,1/7/2019 12:00,22.33928571,3,1/7/2019 18:00,40.42642857,19,20.66987298,20.7238056,11.01192944
1/7/2019 20:00,23,22.95,1/7/2019 12:00,22.33928571,3,1/7/2019 18:00,40.42642857,20,22.5,22.78847762,8.149738436
1/7/2019 21:00,23,22.66857143,1/7/2019 12:00,22.33928571,4,1/8/2019 0:00,21.36642857,21,25,26.58474971,45.96399907
1/7/2019 22:00,23,22.5,1/7/2019 12:00,22.33928571,4,1/8/2019 0:00,21.36642857,22,27.5,27.55169742,10.42148436
1/7/2019 23:00,21,21.03428571,1/7/2019 12:00,22.33928571,4,1/8/2019 0:00,21.36642857,23,29.33012702,30.99456363,38.65504432
1/8/2019 0:00,21,21.36642857,1/8/2019 0:00,21.36642857,0,1/8/2019 0:00,21.36642857,0,30,30.8042786,17.86931565
1/8/2019 1:00,16,15.75428571,1/8/2019 0:00,21.36642857,0,1/8/2019 0:00,21.36642857,1,29.33012702,30.43733487,2.117599172
1/8/2019 2:00,15,15.45785714,1/8/2019 0:00,21.36642857,0,1/8/2019 0:00,21.36642857,2,27.5,29.11401642,22.14781695
1/8/2019 3:00,15,15.495,1/8/2019 0:00,21.36642857,1,1/8/2019 6:00,21.02714286,3,25,25.25447279,47.70405588
1/8/2019 4:00,17,16.93214286,1/8/2019 0:00,21.36642857,1,1/8/2019 6:00,21.02714286,4,22.5,23.22710854,24.35000026
1/8/2019 5:00,18,18.00428571,1/8/2019 0:00,21.36642857,1,1/8/2019 6:00,21.02714286,5,20.66987298,20.90315352,43.3675852
1/8/2019 6:00,21,21.02714286,1/8/2019 0:00,21.36642857,1,1/8/2019 6:00,21.02714286,6,20,21.06885295,7.686038245
1/8/2019 7:00,24,23.88142857,1/8/2019 0:00,21.36642857,1,1/8/2019 6:00,21.02714286,7,20.66987298,20.77553207,28.53625082
1/8/2019 8:00,27,26.67928571,1/8/2019 0:00,21.36642857,1,1/8/2019 6:00,21.02714286,8,22.5,24.09008114,22.89834472
1/8/2019 9:00,25,25.13571429,1/8/2019 0:00,21.36642857,2,1/8/2019 12:00,20.85071429,9,25,26.84255733,47.33434108
1/8/2019 10:00,22,22.17714286,1/8/2019 0:00,21.36642857,2,1/8/2019 12:00,20.85071429,10,27.5,28.97693299,33.82597693
1/8/2019 11:00,23,22.56071429,1/8/2019 0:00,21.36642857,2,1/8/2019 12:00,20.85071429,11,29.33012702,31.05165793,32.74772242
1/8/2019 12:00,21,20.85071429,1/8/2019 12:00,20.85071429,2,1/8/2019 12:00,20.85071429,12,30,30.64417732,29.99224607
1/8/2019 13:00,22,21.58714286,1/8/2019 12:00,20.85071429,2,1/8/2019 12:00,20.85071429,13,29.33012702,29.6028711,35.82143728
1/8/2019 14:00,22,21.91285714,1/8/2019 12:00,20.85071429,2,1/8/2019 12:00,20.85071429,14,27.5,28.17451067,42.05757129
1/8/2019 15:00,22,21.79642857,1/8/2019 12:00,20.85071429,3,1/8/2019 18:00,41.67642857,15,25,25.69617917,1.234042901
1/8/2019 16:00,21,21.43071429,1/8/2019 12:00,20.85071429,3,1/8/2019 18:00,41.67642857,16,22.5,23.17927407,31.42554835
1/8/2019 17:00,22,22.13857143,1/8/2019 12:00,20.85071429,3,1/8/2019 18:00,41.67642857,17,20.66987298,21.9636096,25.20556296
1/8/2019 18:00,42,41.67642857,1/8/2019 12:00,20.85071429,3,1/8/2019 18:00,41.67642857,18,20,20.89053157,24.88877345
1/8/2019 19:00,33,32.67214286,1/8/2019 12:00,20.85071429,3,1/8/2019 18:00,41.67642857,19,20.66987298,20.88296791,12.51814354
1/8/2019 20:00,26,25.77785714,1/8/2019 12:00,20.85071429,3,1/8/2019 18:00,41.67642857,20,22.5,22.583929,14.18027135
1/8/2019 21:00,25,24.99428571,1/8/2019 12:00,20.85071429,4,1/9/2019 0:00,21.56928571,21,25,25.30574463,31.28221871
1/8/2019 22:00,25,25.28714286,1/8/2019 12:00,20.85071429,4,1/9/2019 0:00,21.56928571,22,27.5,29.39567224,47.95804042
1/8/2019 23:00,22,22.12642857,1/8/2019 12:00,20.85071429,4,1/9/2019 0:00,21.56928571,23,29.33012702,30.44079581,49.61125694
1/9/2019 0:00,22,21.56928571,1/9/2019 0:00,21.56928571,0,1/9/2019 0:00,21.56928571,0,30,30.2668405,40.86405253
