,,,,,4,,,,,,Settlement Point Price
3/29/2019 17:00,39,38.86357143,3/29/2019 12:00,21.71428571,3,3/29/2019 18:00,30.04214286,17,20.66987298,20.91988282,2.328437997
3/29/2019 18:00,30,30.04214286,3/29/2019 12:00,21.71428571,3,3/29/2019 18:00,30.04214286,18,20,20.31135053,40.58792077
3/29/2019 19:00,26,26.07285714,3/29/2019 12:00,21.71428571,3,3/29/2019 18:00,30.04214286,19,20.66987298,22.58978661,33.59321724
3/29/2019 20:00,37,36.59071429,3/29/2019 12:00,21.71428571,3,3/29/2019 18:00,30.04214286,20,22.5,23.66787685,37.87934844
3/29/2019 21:00,25,25.16285714,3/29/2019 12:00,21.71428571,4,3/30/2019 0:00,19.40928571,21,25,26.97244125,10.99891832
3/29/2019 22:00,21,21.33714286,3/29/2019 12:00,21.71428571,4,3/30/2019 0:00,19.40928571,22,27.5,27.7037781,27.16287832
3/29/2019 23:00,21,20.66357143,3/29/2019 12:00,21.71428571,4,3/30/2019 0:00,19.40928571,23,29.33012702,30.5108671,37.20377863
3/30/2019 0:00,19,19.40928571,3/30/2019 0:00,19.40928571,0,3/30/2019 0:00,19.40928571,0,30,31.74544227,20.97379806
3/30/2019 1:00,10,10.455,3/30/2019 0:00,19.40928571,0,3/30/2019 0:00,19.40928571,1,29.33012702,29.68889862,22.98279816
3/30/2019 2:00,10,10.04714286,3/30/2019 0:00,19.40928571,0,3/30/2019 0:00,19.40928571,2,27.5,27.90064634,48.88730544
3/30/2019 3:00,10,9.572857143,3/30/2019 0:00,19.40928571,1,3/30/2019 6:00,11.19428571,3,25,26.9067773,34.3137971
3/30/2019 4:00,8,8.388571429,3/30/2019 0:00,19.40928571,1,3/30/2019 6:00,11.19428571,4,22.5,23.9626048,40.68032933
3/30/2019 5:00,13,12.72857143,3/30/2019 0:00,19.40928571,1,3/30/2019 6:00,11.19428571,5,20.66987298,22.17345435,49.31179364
3/30/2019 6:00,11,11.19428571,3/30/2019 0:00,19.40928571,1,3/30/2019 6:00,11.19428571,6,20,20.85759949,18.51857626
3/30/2019 7:00,9,9.461428571,3/30/2019 0:00,19.40928571,1,3/30/2019 6:00,11.19428571,7,20.66987298,21.38852823,11.06693156
3/30/2019 8:00,11,11.20214286,3/30/2019 0:00,19.40928571,1,3/30/2019 6:00,11.19428571,8,22.5,23.91708318,14.57026319
3/30/2019 9:00,14,14.26642857,3/30/2019 0:00,19.40928571,2,3/30/2019 12:00,20.13071429,9,25,25.81850422,39.9168625
3/30/2019 10:00,17,17.28285714,3/30/2019 0:00,19.40928571,2,3/30/2019 12:00,20.13071429,10,27.5,29.40127903,33.01153029
3/30/2019 11:00,19,19.19642857,3/30/2019 0:00,19.40928571,2,3/30/2019 12:00,20.13071429,11,29.33012702,30.74445541,41.69548631
3/30/2019 12:00,20,20.13071429,3/30/2019 12:00,20.13071429,2,3/30/2019 12:00,20.13071429,12,30,30.56992244,34.29359435
3/30/2019 13:00,20,19.70142857,3/30/2019 12:00,20.13071429,2,3/30/2019 12:00,20.13071429,13,29.33012702,29.72921202,18.99764307
3/30/2019 14:00,19,19.35214286,3/30/2019 12:00,20.13071429,2,3/30/2019 12:00,20.13071429,14,27.5,29.0857187,12.44297839
3/30/2019 15:00,20,20.15857143,3/30/2019 12:00,20.13071429,3,3/30/2019 18:00,19.13928571,15,25,25.67451351,10.84046023
3/30/2019 16:00,19,19.09714286,3/30/2019 12:00,20.13071429,3,3/30/2019 18:00,19.13928571,16,22.5,23.54687284,41.52667366
3/30/2019 17:00,19,18.56857143,3/30/2019 12:00,20.13071429,3,3/30/2019 18:00,19.13928571,17,20.66987298,20.85894897,41.85108986
3/30/2019 18:00,19,19.13928571,3/30/2019 12:00,20.13071429,3,3/30/2019 18:00,19.13928571,18,20,20.63673118,19.94306654
3/30/2019 19:00,20,19.69142857,3/30/2019 12:00,20.13071429,3,3/30/2019 18:00,19.13928571,19,20.66987298,21.49618242,3.768853153
3/30/2019 20:00,25,25.17928571,3/30/2019 12:00,20.13071429,3,3/30/2019 18:00,19.13928571,20,22.5,23.89137401,38.83951556
3/30/2019 21:00,33,33.38928571,3/30/2019 12:00,20.13071429,4,3/31/2019 0:00,26.22,21,25,26.95766306,37.15176578
3/30/2019 22:00,22,22.13428571,3/30/2019 12:00,20.13071429,4,3/31/2019 0:00,26.22,22,27.5,28.62523393,28.36127089
3/30/2019 23:00,20,20.37714286,3/30/2019 12:00,20.13071429,4,3/31/2019 0:00,26.22,23,29.33012702,31.03604544,6.509189213
3/31/2019 0:00,26,26.22,3/31/2019 0:00,26.22,0,3/31/2019 0:00,26.22,0,30,31.40952277,31.48724294
3/31/2019 1:00,20,19.99071429,3/31/2019 0:00,26.22,0,3/31/2019 0:00,26.22,1,29.33012702,30.04795809,17.47510203
3/31/2019 2:00,19,19.16214286,3/31/2019 0:00,26.22,0,3/31/2019 0:00,26.22,2,27.5,29.07519639,5.693860578
3/31/2019 3:00,18,18.385,3/31/2019 0:00,26.22,1,3/31/2019 6:00,19.15571429,3,25,26.8973087,13.69283652
3/31/2019 4:00,19,18.73428571,3/31/2019 0:00,26.22,1,3/31/2019 6:00,19.15571429,4,22.5,23.33717146,31.90274335
3/31/2019 5:00,19,19.10285714,3/31/2019 0:00,26.22,1,3/31/2019 6:00,19.15571429,5,20.66987298,20.72634982,42.87495339
3/31/2019 6:00,19,19.15571429,3/31/2019 0:00,26.22,1,3/31/2019 6:00,19.15571429,6,20,21.6425053,13.98787618
3/31/2019 7:00,21,21.33214286,3/31/2019 0:00,26.22,1,3/31/2019 6:00,19.15571429,7,20.66987298,21.04999429,29.01323783
3/31/2019 8:00,23,23.12642857,3/31/2019 0:00,26.22,1,3/31/2019 6:00,19.15571429,8,22.5,23.65129413,41.39902365
3/31/2019 9:00,25,24.99928571,3/31/2019 0:00,26.22,2,3/31/2019 12:00,29.38214286,9,25,26.4732137,22.91261253
3/31/2019 10:00,30,29.97357143,3/31/2019 0:00,26.22,2,3/31/2019 12:00,29.38214286,10,27.5,27.6207377,12.33782202
3/31/2019 11:00,30,29.97,3/31/2019 0:00,26.22,2,3/31/2019 12:00,29.38214286,11,29.33012702,29.53319013,39.20509064
3/31/2019 12:00,29,29.38214286,3/31/2019 12:00,29.38214286,2,3/31/2019 12:00,29.38214286,12,30,31.20034271,6.42929247
3/31/2019 13:00,27,27.495,3/31/2019 12:00,29.38214286,2,3/31/2019 12:00,29.38214286,13,29.33012702,30.71692715,1.630403985
3/31/2019 14:00,25,25.22285714,3/31/2019 12:00,29.38214286,2,3/31/2019 12:00,29.38214286,14,27.5,28.96863457,34.29200366
3/31/2019 15:00,22,22.28285714,3/31/2019 12:00,29.38214286,3,3/31/2019 18:00,26.17357143,15,25,26.97790289,47.10687886
3/31/2019 16:00,22,22.09642857,3/31/2019 12:00,29.38214286,3,3/31/2019 18:00,26.17357143,16,22.5,23.20156986,17.42479077
3/31/2019 17:00,24,23.67928571,3/31/2019 12:00,29.38214286,3,3/31/2019 18:00,26.17357143,17,20.66987298,21.19958045,49.33046615
3/31/2019 18:00,26,26.17357143,3/31/2019 12:00,29.38214286,3,3/31/2019 18:00,26.17357143,18,20,20.91053092,26.60972164
3/31/2019 19:00,29,29.29,3/31/2019 12:00,29.38214286,3,3/31/2019 18:00,26.17357143,19,20.66987298,22.27243908,12.44590875
3/31/2019 20:00,41,41.30714286,3/31/2019 12:00,29.38214286,3,3/31/2019 18:00,26.17357143,20,22.5,23.56408706,32.70581724
3/31/2019 21:00,50,50.31285714,3/31/2019 12:00,29.38214286,4,4/1/2019 0:00,19.91142857,21,25,26.03063588,3.3261978
3/31/2019 22:00,33,32.74857143,3/31/2019 12:00,29.38214286,4,4/1/2019 0:00,19.91142857,22,27.5,29.3686502,45.98344228
3/31/2019 23:00,27,26.90642857,3/31/2019 12:00,29.38214286,4,4/1/2019 0:00,19.91142857,23,29.33012702,30.38344601,14.97955564
4/1/2019 0:00,20,19.91142857,4/1/2019 0:00,19.91142857,0,4/1/2019 0:00,19.91142857,0,30,30.07679149,26.84649528
4/1/2019 1:00,23,23.38857143,4/1/2019 0:00,19.91142857,0,4/1/2019 0:00,19.91142857,1,29.33012702,31.11362757,38.7340079
4/1/2019 2:00,23,22.60785714,4/1/2019 0:00,19.91142857,0,4/1/2019 0:00,19.91142857,2,27.5,29.11252078,33.93863562
4/1/2019 3:00,23,22.89428571,4/1/2019 0:00,19.91142857,1,4/1/2019 6:00,35.45571429,3,25,25.863264,39.83162599
4/1/2019 4:00,24,24.09714286,4/1/2019 0:00,19.91142857,1,4/1/2019 6:00,35.45571429,4,22.5,22.54811649,40.15793953
4/1/2019 5:00,26,26.15928571,4/1/2019 0:00,19.91142857,1,4/1/2019 6:00,35.45571429,5,20.66987298,21.58565116,34.69384076
4/1/2019 6:00,35,35.45571429,4/1/2019 0:00,19.91142857,1,4/1/2019 6:00,35.45571429,6,20,21.72865011,1.763545934
4/1/2019 7:00,96,95.75142857,4/1/2019 0:00,19.91142857,1,4/1/2019 6:00,35.45571429,7,20.66987298,22.29585733,4.646353177
4/1/2019 8:00,81,81.03642857,4/1/2019 0:00,19.91142857,1,4/1/2019 6:00,35.45571429,8,22.5,22.96169969,19.06574918
4/1/2019 9:00,57,56.60785714,4/1/2019 0:00,19.91142857,2,4/1/2019 12:00,31.81571429,9,25,26.4609177,10.34334041
4/1/2019 10:00,47,46.93785714,4/1/2019 0:00,19.91142857,2,4/1/2019 12:00,31.81571429,10,27.5,29.41520379,18.10092321
4/1/2019 11:00,36,35.63642857,4/1/2019 0:00,19.91142857,2,4/1/2019 12:00,31.81571429,11,29.33012702,29.96411114,3.118222614
4/1/2019 12:00,32,31.81571429,4/1/2019 12:00,31.81571429,2,4/1/2019 12:00,31.81571429,12,30,30.8577058,41.70887501
4/1/2019 13:00,27,27.19285714,4/1/2019 12:00,31.81571429,2,4/1/2019 12:00,31.81571429,13,29.33012702,29.98210834,22.75586565
4/1/2019 14:00,26,26.28357143,4/1/2019 12:00,31.81571429,2,4/1/2019 12:00,31.81571429,14,27.5,28.79064873,15.04538093
4/1/2019 15:00,24,24.48785714,4/1/2019 12:00,31.81571429,3,4/1/2019 18:00,26.79642857,15,25,25.60408697,6.188248755
4/1/2019 16:00,24,24.15928571,4/1/2019 12:00,31.81571429,3,4/1/2019 18:00,26.79642857,16,22.5,23.78073848,12.68610779
4/1/2019 17:00,25,25.11285714,4/1/2019 12:00,31.81571429,3,4/1/2019 18:00,26.79642857,17,20.66987298,22.02221529,25.40626661
4/1/2019 18:00,27,26.79642857,4/1/2019 12:00,31.81571429,3,4/1/2019 18:00,26.79642857,18,20,21.60686891,24.67491291
4/1/2019 19:00,32,32.37714286,4/1/2019 12:00,31.81571429,3,4/1/2019 18:00,26.79642857,19,20.66987298,22.64759213,18.01911049
4/1/2019 20:00,43,43.30857143,4/1/2019 12:00,31.81571429,3,4/1/2019 18:00,26.79642857,20,22.5,22.65312965,27.79186377
4/1/2019 21:00,39,39.43214286,4/1/2019 12:00,31.81571429,4,4/2/2019 0:00,11.72357143,21,25,25.13432678,22.72288091
4/1/2019 22:00,26,26.09571429,4/1/2019 12:00,31.81571429,4,4/2/2019 0:00,11.72357143,22,27.5,27.65559339,26.61672005
4/1/2019 23:00,22,22.43,4/1/2019 12:00,31.81571429,4,4/2/2019 0:00,11.72357143,23,29.33012702,30.38090666,6.594264881
4/2/2019 0:00,12,11.72357143,4/2/2019 0:00,11.72357143,0,4/2/2019 0:00,11.72357143,0,30,31.82047594,26.50441354
4/2/2019 1:00,15,15.39785714,4/2/2019 0:00,11.72357143,0,4/2/2019 0:00,11.72357143,1,29.33012702,29.35686767,24.84797215
4/2/2019 2:00,13,12.96642857,4/2/2019 0:00,11.72357143,0,4/2/2019 0:00,11.72357143,2,27.5,27.61415771,13.07827522
4/2/2019 3:00,12,11.72571429,4/2/2019 0:00,11.72357143,1,4/2/2019 6:00,20.89857143,3,25,26.42149506,28.63506481
4/2/2019 4:00,12,11.78214286,4/2/2019 0:00,11.72357143,1,4/2/2019 6:00,20.89857143,4,22.5,24.15776897,17.64585414
4/2/2019 5:00,14,14.06928571,4/2/2019 0:00,11.72357143,1,4/2/2019 6:00,20.89857143,5,20.66987298,21.55430321,1.447104384
4/2/2019 6:00,21,20.89857143,4/2/2019 0:00,11.72357143,1,4/2/2019 6:00,20.89857143,6,20,21.35471541,21.59836037
4/2/2019 7:00,39,39.47714286,4/2/2019 0:00,11.72357143,1,4/2/2019 6:00,20.89857143,7,20.66987298,21.73678137,3.55245299
4/2/2019 8:00,35,35.28142857,4/2/2019 0:00,11.72357143,1,4/2/2019 6:00,20.89857143,8,22.5,23.91256732,34.41367819
4/2/2019 9:00,24,24.44714286,4/2/2019 0:00,11.72357143,2,4/2/2019 12:00,18.90857143,9,25,26.43245917,17.67958985
4/2/2019 10:00,23,22.81928571,4/2/2019 0:00,11.72357143,2,4/2/2019 12:00,18.90857143,10,27.5,28.91814798,20.36359179
4/2/2019 11:00,19,19.45928571,4/2/2019 0:00,11.72357143,2,4/2/2019 12:00,18.90857143,11,29.33012702,30.13018461,48.7723501
4/2/2019 12:00,19,18.90857143,4/2/2019 12:00,18.90857143,2,4/2/2019 12:00,18.90857143,12,30,31.2889064,39.46961597
4/2/2019 13:00,18,18.48071429,4/2/2019 12:00,18.90857143,2,4/2/2019 12:00,18.90857143,13,29.33012702,30.66570856,0.268039182
4/2/2019 14:00,20,19.515,4/2/2019 12:00,18.90857143,2,4/2/2019 12:00,18.90857143,14,27.5,27.81143345,34.75866539
4/2/2019 15:00,20,19.55785714,4/2/2019 12:00,18.90857143,3,4/2/2019 18:00,18.61214286,15,25,26.12074318,4.344860948
4/2/2019 16:00,18,18.37071429,4/2/2019 12:00,18.90857143,3,4/2/2019 18:00,18.61214286,16,22.5,23.99047683,7.396295718
4/2/2019 17:00,20,19.56,4/2/2019 12:00,18.90857143,3,4/2/2019 18:00,18.61214286,17,20.66987298,22.20051224,7.354461271
4/2/2019 18:00,19,18.61214286,4/2/2019 12:00,18.90857143,3,4/2/2019 18:00,18.61214286,18,20,21.90022433,36.53700064
4/2/2019 19:00,19,18.82142857,4/2/2019 12:00,18.90857143,3,4/2/2019 18:00,18.61214286,19,20.66987298,20.86805279,10.48545519
4/2/2019 20:00,19,18.695,4/2/2019 12:00,18.90857143,3,4/2/2019 18:00,18.61214286,20,22.5,24.34534067,47.53284416
4/2/2019 21:00,20,20.32214286,4/2/2019 12:00,18.90857143,4,4/3/2019 0:00,9.479285714,21,25,26.15795936,38.39451587
4/2/2019 22:00,17,17.415,4/2/2019 12:00,18.90857143,4,4/3/2019 0:00,9.479285714,22,27.5,29.06328514,40.42661263
4/2/2019 23:00,15,14.8,4/2/2019 12:00,18.90857143,4,4/3/2019 0:00,9.479285714,23,29.33012702,30.54204881,48.06349351
4/3/2019 0:00,9,9.479285714,4/3/2019 0:00,9.479285714,0,4/3/2019 0:00,9.479285714,0,30,31.31131706,49.26181727
4/3/2019 1:00,9,8.937857143,4/3/2019 0:00,9.479285714,0,4/3/2019 0:00,9.479285714,1,29.33012702,30.05566231,30.38016423
4/3/2019 2:00,7,7.36,4/3/2019 0:00,9.479285714,0,4/3/2019 0:00,9.479285714,2,27.5,28.35035455,37.46858232
4/3/2019 3:00,6,5.969285714,4/3/2019 0:00,9.479285714,1,4/3/2019 6:00,14.77642857,3,25,25.78557513,40.42663528
4/3/2019 4:00,6,6.131428571,4/3/2019 0:00,9.479285714,1,4/3/2019 6:00,14.77642857,4,22.5,24.17226206,12.90746535
4/3/2019 5:00,7,6.94,4/3/2019 0:00,9.479285714,1,4/3/2019 6:00,14.77642857,5,20.66987298,22.51083134,39.23912722
4/3/2019 6:00,15,14.77642857,4/3/2019 0:00,9.479285714,1,4/3/2019 6:00,14.77642857,6,20,21.66604084,31.82298806
4/3/2019 7:00,28,27.86857143,4/3/2019 0:00,9.479285714,1,4/3/2019 6:00,14.77642857,7,20.66987298,20.95631342,47.02705912
4/3/2019 8:00,21,21.31285714,4/3/2019 0:00,9.479285714,1,4/3/2019 6:00,14.77642857,8,22.5,23.30146519,10.96378034
4/3/2019 9:00,19,18.81642857,4/3/2019 0:00,9.479285714,2,4/3/2019 12:00,18.505,9,25,25.24705765,49.34515576
4/3/2019 10:00,20,19.67785714,4/3/2019 0:00,9.479285714,2,4/3/2019 12:00,18.505,10,27.5,29.27038822,40.37728694
4/3/2019 11:00,19,18.87785714,4/3/2019 0:00,9.479285714,2,4/3/2019 12:00,18.505,11,29.33012702,30.1888509,17.836506
4/3/2019 12:00,19,18.505,4/3/2019 12:00,18.505,2,4/3/2019 12:00,18.505,12,30,30.32380559,45.39620826
4/3/2019 13:00,18,18.28571429,4/3/2019 12:00,18.505,2,4/3/2019 12:00,18.505,13,29.33012702,29.5458936,26.35008124
4/3/2019 14:00,19,19.15928571,4/3/2019 12:00,18.505,2,4/3/2019 12:00,18.505,14,27.5,28.29219856,23.8801058
4/3/2019 15:00,19,18.68928571,4/3/2019 12:00,18.505,3,4/3/2019 18:00,18.30428571,15,25,26.42523336,33.12260628
4/3/2019 16:00,19,19.20642857,4/3/2019 12:00,18.505,3,4/3/2019 18:00,18.30428571,16,22.5,23.6961592,18.36022291
4/3/2019 17:00,19,18.94357143,4/3/2019 12:00,18.505,3,4/3/2019 18:00,18.30428571,17,20.66987298,21.89250818,46.08205945
4/3/2019 18:00,18,18.30428571,4/3/2019 12:00,18.505,3,4/3/2019 18:00,18.30428571,18,20,21.02641835,12.59392184
4/3/2019 19:00,20,19.69571429,4/3/2019 12:00,18.505,3,4/3/2019 18:00,18.30428571,19,20.66987298,21.1182805,20.48637417
4/3/2019 20:00,22,21.97,4/3/2019 12:00,18.505,3,4/3/2019 18:00,18.30428571,20,22.5,23.32619218,35.61673559
4/3/2019 21:00,24,24.24428571,4/3/2019 12:00,18.505,4,4/4/2019 0:00,21.79357143,21,25,26.79579132,0.195658404
4/3/2019 22:00,19,18.97285714,4/3/2019 12:00,18.505,4,4/4/2019 0:00,21.79357143,22,27.5,29.11365312,23.73153925
4/3/2019 23:00,14,13.83857143,4/3/2019 12:00,18.505,4,4/4/2019 0:00,21.79357143,23,29.33012702,29.34657347,38.566916
4/4/2019 0:00,22,21.79357143,4/4/2019 0:00,21.79357143,0,4/4/2019 0:00,21.79357143,0,30,30.38872246,33.90211489
4/4/2019 1:00,13,12.57928571,4/4/2019 0:00,21.79357143,0,4/4/2019 0:00,21.79357143,1,29.33012702,30.78194794,12.04216587
4/4/2019 2:00,11,11.13142857,4/4/2019 0:00,21.79357143,0,4/4/2019 0:00,21.79357143,2,27.5,28.96953135,23.98409193
4/4/2019 3:00,9,8.71,4/4/2019 0:00,21.79357143,1,4/4/2019 6:00,17.90785714,3,25,26.25977948,43.12672316
4/4/2019 4:00,9,9.032142857,4/4/2019 0:00,21.79357143,1,4/4/2019 6:00,17.90785714,4,22.5,24.40357647,11.29811156
4/4/2019 5:00,13,13.105,4/4/2019 0:00,21.79357143,1,4/4/2019 6:00,17.90785714,5,20.66987298,20.73422144,14.84622061
4/4/2019 6:00,18,17.90785714,4/4/2019 0:00,21.79357143,1,4/4/2019 6:00,17.90785714,6,20,21.84739448,11.8712496
4/4/2019 7:00,23,22.88,4/4/2019 0:00,21.79357143,1,4/4/2019 6:00,17.90785714,7,20.66987298,22.36681724,47.68193827
4/4/2019 8:00,27,26.82642857,4/4/2019 0:00,21.79357143,1,4/4/2019 6:00,17.90785714,8,22.5,24.35746938,40.72310502
4/4/2019 9:00,25,25.175,4/4/2019 0:00,21.79357143,2,4/4/2019 12:00,28.76357143,9,25,26.03137081,34.5244609
4/4/2019 10:00,22,21.63642857,4/4/2019 0:00,21.79357143,2,4/4/2019 12:00,28.76357143,10,27.5,27.91920766,14.2520298
4/4/2019 11:00,23,22.94428571,4/4/2019 0:00,21.79357143,2,4/4/2019 12:00,28.76357143,11,29.33012702,30.05508165,9.261488062
4/4/2019 12:00,29,28.76357143,4/4/2019 12:00,28.76357143,2,4/4/2019 12:00,28.76357143,12,30,30.66668282,18.42707124
4/4/2019 13:00,31,30.64,4/4/2019 12:00,28.76357143,2,4/4/2019 12:00,28.76357143,13,29.33012702,31.04354991,33.65423341
4/4/2019 14:00,40,40.16214286,4/4/2019 12:00,28.76357143,2,4/4/2019 12:00,28.76357143,14,27.5,28.18355892,5.734431693
4/4/2019 15:00,44,43.83642857,4/4/2019 12:00,28.76357143,3,4/4/2019 18:00,75.15571429,15,25,26.73742865,1.727962071
4/4/2019 16:00,68,67.77071429,4/4/2019 12:00,28.76357143,3,4/4/2019 18:00,75.15571429,16,22.5,23.78623776,9.551083582
4/4/2019 17:00,91,90.75928571,4/4/2019 12:00,28.76357143,3,4/4/2019 18:00,75.15571429,17,20.66987298,20.93349886,46.05250154
4/4/2019 18:00,75,75.15571429,4/4/2019 12:00,28.76357143,3,4/4/2019 18:00,75.15571429,18,20,20.30317461,7.224509353
4/4/2019 19:00,43,43.17571429,4/4/2019 12:00,28.76357143,3,4/4/2019 18:00,75.15571429,19,20.66987298,21.87905641,22.57696313
4/4/2019 20:00,49,48.87928571,4/4/2019 12:00,28.76357143,3,4/4/2019 18:00,75.15571429,20,22.5,24.42911713,0.195376259
4/4/2019 21:00,40,40.04642857,4/4/2019 12:00,28.76357143,4,4/5/2019 0:00,19.54857143,21,25,26.11438163,5.578157006
4/4/2019 22:00,26,26.34,4/4/2019 12:00,28.76357143,4,4/5/2019 0:00,19.54857143,22,27.5,28.76171133,43.63660265
4/4/2019 23:00,29,28.52357143,4/4/2019 12:00,28.76357143,4,4/5/2019 0:00,19.54857143,23,29.33012702,31.09608001,29.42642727
4/5/2019 0:00,20,19.54857143,4/5/2019 0:00,19.54857143,0,4/5/2019 0:00,19.54857143,0,30,30.4845883,49.59214785
4/5/2019 1:00,19,19.26214286,4/5/2019 0:00,19.54857143,0,4/5/2019 0:00,19.54857143,1,29.33012702,31.00881486,3.518038281
4/5/2019 2:00,18,17.62214286,4/5/2019 0:00,19.54857143,0,4/5/2019 0:00,19.54857143,2,27.5,29.28662472,43.32535986
4/5/2019 3:00,17,16.82285714,4/5/2019 0:00,19.54857143,1,4/5/2019 6:00,18.78,3,25,25.66555136,31.53496743
4/5/2019 4:00,14,14.48714286,4/5/2019 0:00,19.54857143,1,4/5/2019 6:00,18.78,4,22.5,23.72884941,2.899879406
4/5/2019 5:00,17,16.80785714,4/5/2019 0:00,19.54857143,1,4/5/2019 6:00,18.78,5,20.66987298,21.70147159,16.7053278
4/5/2019 6:00,19,18.78,4/5/2019 0:00,19.54857143,1,4/5/2019 6:00,18.78,6,20,20.07930027,28.35162483
4/5/2019 7:00,23,23.19428571,4/5/2019 0:00,19.54857143,1,4/5/2019 6:00,18.78,7,20.66987298,22.6237517,18.9898949
4/5/2019 8:00,22,21.89,4/5/2019 0:00,19.54857143,1,4/5/2019 6:00,18.78,8,22.5,23.09512678,23.80564632
4/5/2019 9:00,23,22.63642857,4/5/2019 0:00,19.54857143,2,4/5/2019 12:00,24.24928571,9,25,26.69937198,4.197843663
4/5/2019 10:00,26,25.97642857,4/5/2019 0:00,19.54857143,2,4/5/2019 12:00,24.24928571,10,27.5,28.38352801,28.04191893
4/5/2019 11:00,26,25.95714286,4/5/2019 0:00,19.54857143,2,4/5/2019 12:00,24.24928571,11,29.33012702,30.45753991,26.32487159
4/5/2019 12:00,24,24.24928571,4/5/2019 12:00,24.24928571,2,4/5/2019 12:00,24.24928571,12,30,30.90535538,8.038435213
4/5/2019 13:00,26,25.64071429,4/5/2019 12:00,24.24928571,2,4/5/2019 12:00,24.24928571,13,29.33012702,31.25484868,4.647359395
4/5/2019 14:00,29,28.85785714,4/5/2019 12:00,24.24928571,2,4/5/2019 12:00,24.24928571,14,27.5,28.50260943,26.73271112
4/5/2019 15:00,35,34.945,4/5/2019 12:00,24.24928571,3,4/5/2019 18:00,32.265,15,25,25.83297271,10.01205774
4/5/2019 16:00,37,37.025,4/5/2019 12:00,24.24928571,3,4/5/2019 18:00,32.265,16,22.5,22.76470826,2.813458349
4/5/2019 17:00,40,40.21142857,4/5/2019 12:00,24.24928571,3,4/5/2019 18:00,32.265,17,20.66987298,21.77075223,18.43195907
4/5/2019 18:00,32,32.265,4/5/2019 12:00,24.24928571,3,4/5/2019 18:00,32.265,18,20,20.52731472,26.82259538
4/5/2019 19:00,24,24.20785714,4/5/2019 12:00,24.24928571,3,4/5/2019 18:00,32.265,19,20.66987298,21.03325518,24.45504874
4/5/2019 20:00,25,25.29285714,4/5/2019 12:00,24.24928571,3,4/5/2019 18:00,32.265,20,22.5,22.89679433,27.5445915
4/5/2019 21:00,24,24.14357143,4/5/2019 12:00,24.24928571,4,4/6/2019 0:00,18.652,21,25,26.51794238,13.9057985
4/5/2019 22:00,21,20.695,4/5/2019 12:00,24.24928571,4,4/6/2019 0:00,18.652,22,27.5,27.56875443,44.55223334
4/5/2019 23:00,20,20.31142857,4/5/2019 12:00,24.24928571,4,4/6/2019 0:00,18.652,23,29.33012702,29.51867131,47.1379886
4/6/2019 0:00,19,18.652,4/6/2019 0:00,18.652,0,4/6/2019 0:00,18.652,0,30,31.51948897,37.05198246
4/6/2019 1:00,17,17.06533333,4/6/2019 0:00,18.652,0,4/6/2019 0:00,18.652,1,29.33012702,30.36599572,23.7260375
4/6/2019 2:00,17,16.836,4/6/2019 0:00,18.652,0,4/6/2019 0:00,18.652,2,27.5,29.2030552,18.38921497
4/6/2019 3:00,16,15.91933333,4/6/2019 0:00,18.652,1,4/6/2019 6:00,20.424,3,25,25.15416485,36.08406516
4/6/2019 4:00,15,15.39,4/6/2019 0:00,18.652,1,4/6/2019 6:00,20.424,4,22.5,22.72659884,15.59717282
4/6/2019 5:00,18,18.11533333,4/6/2019 0:00,18.652,1,4/6/2019 6:00,20.424,5,20.66987298,22.30449491,8.2372621
4/6/2019 6:00,20,20.424,4/6/2019 0:00,18.652,1,4/6/2019 6:00,20.424,6,20,21.25580819,15.68143557
4/6/2019 7:00,19,19.11133333,4/6/2019 0:00,18.652,1,4/6/2019 6:00,20.424,7,20.66987298,22.34000163,47.82634812
4/6/2019 8:00,19,18.65066667,4/6/2019 0:00,18.652,1,4/6/2019 6:00,20.424,8,22.5,24.05490437,49.88170962
4/6/2019 9:00,21,20.51066667,4/6/2019 0:00,18.652,2,4/6/2019 12:00,23.74266667,9,25,26.96943581,46.14246072
4/6/2019 10:00,22,22.40933333,4/6/2019 0:00,18.652,2,4/6/2019 12:00,23.74266667,10,27.5,28.10952231,16.90406561
4/6/2019 11:00,24,24.06533333,4/6/2019 0:00,18.652,2,4/6/2019 12:00,23.74266667,11,29.33012702,29.52119186,4.97486443
4/6/2019 12:00,24,23.74266667,4/6/2019 12:00,23.74266667,2,4/6/2019 12:00,23.74266667,12,30,30.03764677,36.68406347
4/6/2019 13:00,22,22.10066667,4/6/2019 12:00,23.74266667,2,4/6/2019 12:00,23.74266667,13,29.33012702,29.61800921,15.1149829
4/6/2019 14:00,22,21.71266667,4/6/2019 12:00,23.74266667,2,4/6/2019 12:00,23.74266667,14,27.5,27.58526893,38.24365697
4/6/2019 15:00,24,24.04533333,4/6/2019 12:00,23.74266667,3,4/6/2019 18:00,28.87,15,25,25.53058574,43.53864602
4/6/2019 16:00,25,25.14533333,4/6/2019 12:00,23.74266667,3,4/6/2019 18:00,28.87,16,22.5,24.03541765,47.06261681
4/6/2019 17:00,29,28.894,4/6/2019 12:00,23.74266667,3,4/6/2019 18:00,28.87,17,20.66987298,20.96984671,23.69704119
4/6/2019 18:00,29,28.87,4/6/2019 12:00,23.74266667,3,4/6/2019 18:00,28.87,18,20,21.92860379,28.94035309
