,COUNTY,COUNTY_FIPS,FACILITY_ID,FINAL_NAICS_CODE,FUEL_TYPE,MECS_NAICS,REPORTING_YEAR,STATE,Temp_degC,Industry,Label,Natural_gas,Total,MMTCO2E,Thermal MWh,Thermal MWh/hr,Fuel_group
0,LINCOLN COUNTY,46083,1006030,325193,Natural Gas (Weighted U.S. Average),325193,2015,SD,233,Ethyl Alcohol,Ethyl Alcohol_1006030,510.03778619999997,510.03778619999997,0.025676888999999998,141677.2761750636,16.17320504281548,NG_Type
0,MORRILL COUNTY,31123,1002349,325193,Natural Gas (Weighted U.S. Average),325193,2015,NE,450,Ethyl Alcohol,Ethyl Alcohol_1002349,620.0178593999999,620.0178593999999,0.031213628,172227.3209484132,19.66065307630288,NG_Type
0,MORRILL COUNTY,31123,1002349,325193,Natural Gas (Weighted U.S. Average),325193,2015,NE,233,Ethyl Alcohol,Ethyl Alcohol_1002349,281.4805006,281.4805006,0.014170604,78189.09049566681,8.92569526206242,NG_Type
0,PRATT,20151,1011656,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,450,Ethyl Alcohol,Ethyl Alcohol_1011656,688.4982987000001,688.4982987000001,0.034661146000000004,191249.6804162886,21.832155298663086,NG_Type
0,PRATT,20151,1011656,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,233,Ethyl Alcohol,Ethyl Alcohol_1011656,312.5697798,312.5697798,0.015735735,86825.00829328441,9.911530627087261,NG_Type
0,DAVISON COUNTY,46035,1006672,325193,Natural Gas (Weighted U.S. Average),325193,2015,SD,450,Ethyl Alcohol,Ethyl Alcohol_1006672,1346.2635059999998,1346.2635059999998,0.067775092,373962.38416966796,42.689769882382194,NG_Type
0,DAVISON COUNTY,46035,1006672,325193,Natural Gas (Weighted U.S. Average),325193,2015,SD,233,Ethyl Alcohol,Ethyl Alcohol_1006672,611.1871132,611.1871132,0.03076906,169774.3339304696,19.380631727222557,NG_Type
0,BON HOMME,46009,1004103,325193,Natural Gas (Weighted U.S. Average),325193,2015,SD,450,Ethyl Alcohol,Ethyl Alcohol_1004103,216.20024254,216.20024254,0.010884193,60055.67097227613,6.855670202314626,NG_Type
0,BON HOMME,46009,1004103,325193,Natural Gas (Weighted U.S. Average),325193,2015,SD,233,Ethyl Alcohol,Ethyl Alcohol_1004103,98.15225735,98.15225735,0.00494129,27264.5377421683,3.1123901532155593,NG_Type
0,KEARNEY,31099,1001677,325193,Natural Gas (Weighted U.S. Average),325193,2015,NE,450,Ethyl Alcohol,Ethyl Alcohol_1001677,762.2176288,762.2176288,0.038372407,211727.28849280643,24.169781791416256,NG_Type
0,KEARNEY,31099,1001677,325193,Natural Gas (Weighted U.S. Average),325193,2015,NE,233,Ethyl Alcohol,Ethyl Alcohol_1001677,346.03745110000006,346.03745110000006,0.017420602,96121.59109165582,10.972784371193587,NG_Type
0,ANDERSON,20003,1004792,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,450,Ethyl Alcohol,Ethyl Alcohol_1004792,631.2414511,631.2414511,0.031778657999999994,175344.98780365582,20.016551119138793,NG_Type
0,ANDERSON,20003,1004792,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,233,Ethyl Alcohol,Ethyl Alcohol_1004792,286.5758735,286.5758735,0.014427121000000001,79604.472989083,9.087268606059704,NG_Type
0,RUSSELL COUNTY,20167,1006552,325193,Natural Gas (Weighted U.S. Average),325193,2015,KS,450,Ethyl Alcohol,Ethyl Alcohol_1006552,682.8689314,682.8689314,0.034377746,189685.9660264292,21.653649089775023,NG_Type
